,crc_str,as_id,gene_names,cancer_type,pearson_coefficient,p_value,adjusted_p_value,str_ase_pairs
7832,chr16_28871767,35865,SH2B1,coad,0.06397728675255991,0.12510571594203246,0.26659778613871427,chr16_28871767; id:35865;coad
26638,chr7_81711437,80246,HGF,coad,0.06396893171201189,0.12515512231218837,0.26668346121040576,chr7_81711437; id:80246;coad
7541,chr16_11891152,34048,GSPT1,coad,0.06396212465812662,0.12519538609175207,0.2667324917121049,chr16_11891152; id:34048;coad
15045,chr20_388244,58448,TRIB3,coad,0.06396058321567522,0.12520450513479103,0.2667331307883183,chr20_388244; id:58448;coad
6838,chr15_51476472,30618,DMXL2,coad,0.06394719285877826,0.1252837430811893,0.2668643432277323,chr15_51476472; id:30618;coad
12996,chr1_209625517,9671,LAMB3,coad,0.06394120578309309,0.12531918443900772,0.26691201543167,chr1_209625517; id:9671;coad
25665,chr7_131506184,81821,PODXL,coad,0.06394043064438731,0.12532377355414598,0.26691201543167,chr7_131506184; id:81821;coad
21909,chr4_71451255,69463,SLC4A4,coad,0.06393529465481765,0.12535418386094868,0.2669579841483166,chr4_71451255; id:69463;coad
18603,chr2_74372881,54042,DCTN1,coad,0.06392752915288671,0.12540017446090077,0.2670183241741723,chr2_74372881; id:54042;coad
21021,chr4_137528659,70599,PCDH18,coad,0.06390985680568023,0.1255048864929653,0.26714368257225546,chr4_137528659; id:70599;coad
7441,chr15_92094777,32546,SLCO3A1,coad,0.06390864947615445,0.12551204263024465,0.26714368257225546,chr15_92094777; id:32546;coad
9808,chr17_7228924,38854,DVL2,coad,0.06390637347725227,0.12552553389465074,0.267153597399459,chr17_7228924; id:38854;coad
22239,chr5_103159364,72915,PPIP5K2,coad,0.06389049604843222,0.1256196806729282,0.26724461238861635,chr5_103159364; id:72915;coad
23614,chr5_71596246,72442,MCCC2,coad,0.06389022060771066,0.1256213144099507,0.26724461238861635,chr5_71596246; id:72442;coad
16404,chr2_11215114,52679,ROCK2,read,0.0638862164217374,0.12564506652803792,0.2672763424631106,chr2_11215114; id:52679;read
16592,chr2_144404139,55515,ZEB2,coad,0.06386547981539593,0.12576812822719757,0.2675123973669976,chr2_144404139; id:55515;coad
19777,chr3_183947465,67813,ABCC5,read,0.06384502037277172,0.1258896368652973,0.2676648201751084,chr3_183947465; id:67813;read
3741,chr12_39341566,93029,KIF21A,read,0.06383615029904591,0.1259423445728909,0.26771381550314866,chr12_39341566; id:93029;read
6029,chr14_64019908,27826,SYNE2,coad,0.06382846678955637,0.12598801534151258,0.267742237493258,chr14_64019908; id:27826;coad
12731,chr1_19114734,872,UBR4,coad,0.06381672340223046,0.12605784287783747,0.26784080814214406,chr1_19114734; id:872;coad
9083,chr17_39743979,40691,GRB7,coad,0.06381565524234913,0.12606419577120362,0.26784080814214406,chr17_39743979; id:40691;coad
11137,chr19_41252336,50025,AXL,coad,0.06381214195584918,0.12608509283810276,0.26785443793554947,chr19_41252336; id:50025;coad
64,chr10_102813062,12980,WBP1L,read,0.0638087897752778,0.1261050341538009,0.2678628603139572,chr10_102813062; id:12980;read
22123,chr4_88431318,69891,HERC6,coad,0.06380849794304112,0.12610677030948705,0.2678628603139572,chr4_88431318; id:69891;coad
17169,chr2_196926620,56661,PGAP1,coad,0.06380191886209349,0.12614591522057547,0.2679271914217911,chr2_196926620; id:56661;coad
24818,chr6_43436000,76268,ABCC10,coad,0.06379965062133426,0.12615941322701793,0.26793704466337737,chr6_43436000; id:76268;coad
29491,chr9_97602810,87013,TSTD2,coad,0.0637874422924307,0.12623208267931804,0.2680492617979947,chr9_97602810; id:87013;coad
22292,chr5_115271395,73026,CCDC112,read,0.06378117286073579,0.1262694137837823,0.268095361171674,chr5_115271395; id:73026;read
26201,chr7_33021234,79207,NT5C3A,coad,0.06377753863038138,0.1262910576028365,0.26810323917802975,chr7_33021234; id:79207;coad
5270,chr13_75796620,26062,LMO7,coad,0.06377027650490918,0.1263343161431405,0.2681578631306958,chr13_75796620; id:26062;coad
20598,chr3_66462518,65550,LRIG1,coad,0.06375457563199453,0.12642788138300384,0.26833763315290887,chr3_66462518; id:65550;coad
3197,chr12_122272800,24948,CLIP1,coad,0.06374052645215547,0.12651164940430815,0.2684777460169309,chr12_122272800; id:24948;coad
23730,chr5_78839460,72613,ARSB,coad,0.06373552203982177,0.126541498545385,0.2685222495969388,chr5_78839460; id:72613;coad
4037,chr12_53171996,21947,CSAD,coad,0.06373223266835384,0.1265611211927554,0.26854504773922316,chr12_53171996; id:21947;coad
7359,chr15_88527799,32382,DET1,coad,0.06371556873662566,0.12666056568787992,0.26873720162959863,chr15_88527799; id:32382;coad
17784,chr2_237748266,58128,LRRFIP1,coad,0.06370999846771748,0.12669382062370768,0.2687800927475824,chr2_237748266; id:58128;coad
20564,chr3_64604348,65526,ADAMTS9,coad,0.0637077173031032,0.126707441309143,0.2687800927475824,chr3_64604348; id:65526;coad
14139,chr1_46643112,2819,ATPAF1,coad,0.06370519655726964,0.12672249384073994,0.26879317106481376,chr1_46643112; id:2819;coad
6834,chr15_51466150,30618,DMXL2,coad,0.06370193942498703,0.1267419457301323,0.2687967287432755,chr15_51466150; id:30618;coad
19363,chr3_139358290,67030,COPB2,coad,0.06369307786029416,0.12679487953146215,0.2688712845424576,chr3_139358290; id:67030;coad
19654,chr3_169856675,67584,LRRC31,read,0.06368591343400112,0.12683768816759264,0.26892858666244407,chr3_169856675; id:67584;read
62,chr10_102812684,12980,WBP1L,read,0.06365234820062934,0.12703839544557158,0.2692366526698418,chr10_102812684; id:12980;read
17420,chr2_213007783,57289,IKZF2,coad,0.06363559916382194,0.12713864044369572,0.26939247444441483,chr2_213007783; id:57289;coad
15770,chr22_19918071,61089,TXNRD2,coad,0.06363365007882164,0.12715030993840043,0.2693983274316582,chr22_19918071; id:61089;coad
7353,chr15_85736200,32349,AKAP13,coad,0.06363008263355398,0.12717167097724094,0.26942471201363494,chr15_85736200; id:32349;coad
5168,chr13_50943273,25926,RNASEH2B,coad,0.06361725952219802,0.12724847580671744,0.2695307900255038,chr13_50943273; id:25926;coad
14600,chr1_93582542,3792,BCAR3,coad,0.06361221064703315,0.12727872623622083,0.2695382351921649,chr1_93582542; id:3792;coad
12023,chr1_150694866,7504,GOLPH3L,coad,0.06360253790113697,0.12733669626029975,0.26964211849000674,chr1_150694866; id:7504;coad
27074,chr8_123129310,85034,TBC1D31,coad,0.0635874361141752,0.12742724419553983,0.2698149678447285,chr8_123129310; id:85034;coad
7987,chr16_47218956,36321,ITFG1,coad,0.06357543475278168,0.1274992380887103,0.2699107199547171,chr16_47218956; id:36321;coad
20304,chr3_48269252,64569,ZNF589,coad,0.06352991502779995,0.12777258917530931,0.2703592535158854,chr3_48269252; id:64569;coad
19313,chr3_136363476,66929,STAG1,coad,0.06352661140026788,0.12779244551125005,0.2703592535158854,chr3_136363476; id:66929;coad
1506,chr11_119048178,19085,HYOU1,coad,0.06352378371619963,0.12780944310696413,0.2703592535158854,chr11_119048178; id:19085;coad
15792,chr22_20584345,61160,MED15,coad,0.06351115560115661,0.12788537383788673,0.2704582210157354,chr22_20584345; id:61160;coad
22759,chr5_149505312,74038,CSNK1A1,coad,0.0635100542200017,0.12789199791592157,0.2704582210157354,chr5_149505312; id:74038;coad
18214,chr2_44218466,53412,PPM1B,coad,0.06350671723075108,0.12791206932027133,0.2704628451196593,chr2_44218466; id:53412;coad
29496,chr9_97651450,87020,NCBP1,read,0.06347725302847802,0.12808939735863292,0.27078100392198595,chr9_97651450; id:87020;read
22943,chr5_168430083,74461,WWC1,coad,0.06347379251736965,0.12811023668264662,0.2708061300298188,chr5_168430083; id:74461;coad
20688,chr3_9672629,63102,MTMR14,coad,0.06345566898260646,0.12821942021365407,0.2709801107093821,chr3_9672629; id:63102;coad
29176,chr9_70324201,86553,SMC5,read,0.06345237150573489,0.12823929330875505,0.27100317398849194,chr9_70324201; id:86553;read
20437,chr3_52487478,65220,NISCH,coad,0.06341924831974217,0.12843905124351135,0.27134947645012575,chr3_52487478; id:65220;coad
1464,chr11_117190605,18885,SIDT2,coad,0.06341519249383461,0.1284635275176833,0.2713822301999254,chr11_117190605; id:18885;coad
29009,chr9_33465773,86114,NOL6,coad,0.06340405032548133,0.12853078737036283,0.2715053543802643,chr9_33465773; id:86114;coad
27504,chr8_30477627,83285,RBPMS,coad,0.06339875914197315,0.12856273723049377,0.27153713937984736,chr8_30477627; id:83285;coad
115,chr10_104062260,13031,COL17A1,coad,0.06339858477089619,0.12856379024365727,0.27153713937984736,chr10_104062260; id:13031;coad
23428,chr5_61152689,72172,NDUFAF2,read,0.06337640381595704,0.128697793802302,0.2717252896021378,chr5_61152689; id:72172;read
29078,chr9_35715148,86279,TLN1,read,0.06337266967388606,0.1287203638127994,0.27175397204510104,chr9_35715148; id:86279;read
28678,chr9_132687352,87991,GTF3C4,coad,0.06336039639025806,0.12879456796387823,0.2718726764424551,chr9_132687352; id:87991;coad
12847,chr1_201807863,9392,NAV1,read,0.06335669880848985,0.12881693000361977,0.2718958277459094,chr1_201807863; id:9392;read
28971,chr9_33056974,86093,SMU1,coad,0.06335481156607567,0.12882834472836507,0.2718958277459094,chr9_33056974; id:86093;coad
8803,chr17_29576680,40044,GIT1,coad,0.06335412379826069,0.12883250479175493,0.2718958277459094,chr17_29576680; id:40044;coad
2521,chr11_72824012,17649,ATG16L2,coad,0.06333054365881124,0.1289751956648275,0.2721184438814588,chr11_72824012; id:17649;coad
22795,chr5_150651587,74103,SYNPO,coad,0.06332640306126743,0.12900026436350542,0.27213594166661237,chr5_150651587; id:74103;coad
19569,chr3_15635572,63615,BTD,coad,0.06330626614758833,0.1291222344688636,0.27235525360979,chr3_15635572; id:63615;coad
29244,chr9_76641887,86641,PRUNE2,read,0.06330121424664492,0.1291528480534317,0.27240082910572117,chr9_76641887; id:86641;read
19840,chr3_187042773,68067,ST6GAL1,coad,0.06329923361034354,0.12916485187715185,0.27240715047935693,chr3_187042773; id:68067;coad
18230,chr2_44346239,53428,PREPL,coad,0.0632967813437999,0.12917971525575553,0.2724195013185278,chr2_44346239; id:53428;coad
5815,chr14_49832334,27444,NEMF,coad,0.06329407356933399,0.1291961288271,0.27243511931783027,chr14_49832334; id:27444;coad
30363,chrX_53239267,89209,IQSEC2,coad,0.06329035016852644,0.12921870140445946,0.27246372169394006,chrX_53239267; id:89209;coad
851,chr10_68450251,11946,DNA2,coad,0.06328239890567929,0.12926691501069923,0.27251133533996397,chr10_68450251; id:11946;coad
16226,chr22_44140100,62605,PARVB,coad,0.0632791643903528,0.1292865319386303,0.27251133533996397,chr22_44140100; id:62605;coad
14163,chr1_51302241,2944,TTC39A,coad,0.06327849476962788,0.12929059339207244,0.27251133533996397,chr1_51302241; id:2944;coad
25455,chr7_108515460,81406,PNPLA8,coad,0.06327756783430953,0.12929621569991803,0.27251133533996397,chr7_108515460; id:81406;coad
24842,chr6_43570765,76306,XPO5,coad,0.06327574397263207,0.12930727884980953,0.27251133533996397,chr6_43570765; id:76306;coad
21253,chr4_165297521,71037,KLHL2,coad,0.06327517234937446,0.12931074634359863,0.27251133533996397,chr4_165297521; id:71037;coad
25580,chr7_12626560,78812,SCIN,read,0.06325451305367802,0.1294361149609038,0.2726940162296277,chr7_12626560; id:78812;read
20052,chr3_37289219,63982,GOLGA4,coad,0.06324983113649116,0.12946453973083294,0.2727349031245415,chr3_37289219; id:63982;coad
7949,chr16_367386,32867,MRPL28,coad,0.06323644490057519,0.12954583667446454,0.27286815448284557,chr16_367386; id:32867;coad
1113,chr10_89751517,12497,KIF20B,read,0.06321850315858601,0.1296548620023497,0.2730787814248654,chr10_89751517; id:12497;read
19417,chr3_142505048,67118,ATR,coad,0.06319780253502343,0.12978074030195283,0.2733058411385993,chr3_142505048; id:67118;coad
13821,chr1_3490969,313,MEGF6,coad,0.06318295179652242,0.12987110435058324,0.2734199882419177,chr1_3490969; id:313;coad
17220,chr2_200855089,56751,CLK1,coad,0.06317688915936383,0.12990800839741815,0.27346048916639487,chr2_200855089; id:56751;coad
8498,chr16_89279033,38077,ANKRD11,coad,0.06317533561625423,0.1299174663194554,0.27346048916639487,chr16_89279033; id:38077;coad
21301,chr4_173332128,71174,HMGB2,coad,0.06316267753751079,0.12999454817752534,0.2735656213212673,chr4_173332128; id:71174;coad
23560,chr5_69252495,72310,CDK7,coad,0.06314347682187182,0.1301115392541294,0.27379277149802717,chr5_69252495; id:72310;coad
29943,chrX_153959866,90541,HCFC1,coad,0.0631285814989287,0.13020235344786804,0.27394327114420314,chrX_153959866; id:90541;coad
29295,chr9_78240165,86655,CEP78,coad,0.06311016922371111,0.13031467768472077,0.27414394008307574,chr9_78240165; id:86655;coad
18002,chr2_27779412,53044,MRPL33,coad,0.0631053358247843,0.13034417629883024,0.27417958955229793,chr2_27779412; id:53044;coad
9147,chr17_41820470,40945,FKBP10,coad,0.06309348788509947,0.1304165070671461,0.27424370828379574,chr17_41820470; id:40945;coad
8360,chr16_74678782,37570,MLKL,read,0.06308243713847228,0.13048399902606833,0.27435330914187284,chr16_74678782; id:37570;read
26666,chr7_82012255,80254,CACNA2D1,coad,0.06308198356557715,0.13048676978032206,0.27435330914187284,chr7_82012255; id:80254;coad
24242,chr6_139373816,77960,CITED2,coad,0.06307470442582716,0.13053124230670568,0.27438173389499365,chr6_139373816; id:77960;coad
25158,chr6_83922525,76904,CYB5R4,coad,0.06307383139965604,0.1305365769223033,0.27438173389499365,chr6_83922525; id:76904;coad
1801,chr11_18000459,14553,SERGEF,read,0.06305099159923255,0.13067619918691484,0.27460542738954496,chr11_18000459; id:14553;read
4754,chr13_110212381,26248,COL4A1,coad,0.06305048193611902,0.1306793161321779,0.27460542738954496,chr13_110212381; id:26248;coad
22871,chr5_157333306,74329,CYFIP2,coad,0.0630443349465413,0.13071691378970576,0.27464180859057946,chr5_157333306; id:74329;coad
27984,chr8_94738501,84572,DPY19L4,read,0.06304319764512997,0.13072387093635252,0.27464180859057946,chr8_94738501; id:84572;read
13635,chr1_26779185,1293,ARID1A,coad,0.0630283960928447,0.13081444172435172,0.2748130020110452,chr1_26779185; id:1293;coad
25510,chr7_116916044,81546,CAPZA2,read,0.06301407729164181,0.13090210474365618,0.2749324544442149,chr7_116916044; id:81546;read
11502,chr19_55677219,52136,EPN1,coad,0.06300329886282054,0.13096812275539008,0.2749324544442149,chr19_55677219; id:52136;coad
2364,chr11_66708087,17115,SPTBN2,coad,0.0629998169675686,0.13098945491014025,0.2749324544442149,chr11_66708087; id:17115;coad
14838,chr20_32706513,58957,COMMD7,coad,0.06299934744725813,0.13099233167556734,0.2749324544442149,chr20_32706513; id:58957;coad
28585,chr9_129874558,87872,USP20,coad,0.06299871492788536,0.13099620721853925,0.2749324544442149,chr9_129874558; id:87872;coad
11353,chr19_50046894,51156,ZNF473,coad,0.06299833011244813,0.1309985650849919,0.2749324544442149,chr19_50046894; id:51156;coad
28846,chr9_19076495,85958,HAUS6,read,0.06299147302076126,0.13104058581241154,0.2749634048769521,chr9_19076495; id:85958;read
5644,chr14_31306632,27111,HEATR5A,coad,0.06297324018423894,0.13115236859845317,0.27510253056801554,chr14_31306632; id:27111;coad
2857,chr12_103947410,24063,HSP90B1,coad,0.06296149797993161,0.13122439732221142,0.27521544254977354,chr12_103947410; id:24063;coad
28853,chr9_19102676,85958,HAUS6,coad,0.06295152362644442,0.13128560576771628,0.27530563311686745,chr9_19102676; id:85958;coad
22356,chr5_126805702,73173,LMNB1,coad,0.0629336966348624,0.13139505756472383,0.2754653118188885,chr5_126805702; id:73173;coad
16900,chr2_172570842,55972,PDK1,read,0.06292259169739525,0.131463273841897,0.2755826668525211,chr2_172570842; id:55972;read
10423,chr18_6873645,44559,ARHGAP28,coad,0.06291517284948286,0.13150886217519187,0.27565912651525937,chr18_6873645; id:44559;coad
2012,chr11_46382791,15566,MDK,coad,0.06289830912514612,0.1316125341208259,0.2758382020985642,chr11_46382791; id:15566;coad
22548,chr5_138567001,73558,HSPA9,coad,0.0628824937177729,0.13170981880148333,0.2759656023311994,chr5_138567001; id:73558;coad
20956,chr4_122313790,70517,KIAA1109,coad,0.06287464186940889,0.1317581382055593,0.2760285994338949,chr4_122313790; id:70517;coad
5048,chr13_42895127,25759,EPSTI1,coad,0.06286777639291902,0.1318003988136643,0.2760980095663718,chr13_42895127; id:25759;coad
2990,chr12_110218027,24409,IFT81,read,0.06284565983302356,0.13193660907788068,0.2763291175371145,chr12_110218027; id:24409;read
4218,chr12_57747320,22723,TSPAN31,read,0.0628454127406136,0.1319381314714323,0.2763291175371145,chr12_57747320; id:22723;read
3688,chr12_30733755,20944,CAPRIN2,coad,0.062839609686795,0.1319738893332757,0.2763531918675524,chr12_30733755; id:20944;coad
11478,chr19_54460716,51897,LENG8,read,0.06283822176144924,0.13198244270606266,0.2763531918675524,chr19_54460716; id:51897;read
26762,chr7_92066451,80410,AKAP9,coad,0.0628200168473119,0.1320946738660215,0.2764498302319597,chr7_92066451; id:80410;coad
4448,chr12_71615320,23404,ZFC3H1,coad,0.0628197512688369,0.1320963116717567,0.2764498302319597,chr12_71615320; id:23404;coad
885,chr10_70123997,12027,AIFM2,coad,0.06281548815839849,0.1321226041530636,0.27648572355977363,chr10_70123997; id:12027;coad
4844,chr13_19993235,25411,ZMYM2,coad,0.06281052012742624,0.13215324929191719,0.2765115894039457,chr13_19993235; id:25411;coad
16350,chr2_106830247,54866,ST6GAL2,coad,0.06280329549307764,0.13219782401652647,0.2765474607400638,chr2_106830247; id:54866;coad
7979,chr16_46809575,36315,C16orf87,coad,0.06279820164008576,0.132229259176721,0.2765749615352646,chr16_46809575; id:36315;coad
3743,chr12_39351790,93029,KIF21A,read,0.06271925315144748,0.13271720444083038,0.2774804264007269,chr12_39351790; id:93029;read
16154,chr22_41771007,62455,MEI1,coad,0.0627161849425461,0.1327361957008676,0.2775009496766946,chr22_41771007; id:62455;coad
8500,chr16_89561556,38087,RPL13,coad,0.0627047510808011,0.13280698623747753,0.27757145751031287,chr16_89561556; id:38087;coad
24775,chr6_42674001,76179,UBR2,read,0.06269401870123799,0.13287346020702642,0.277658038949726,chr6_42674001; id:76179;read
29025,chr9_34250837,86144,UBAP1,coad,0.06269367364902538,0.13287559780983085,0.277658038949726,chr9_34250837; id:86144;coad
12343,chr1_160349343,8463,NCSTN,coad,0.06269062379223092,0.13289449286577174,0.2776783375976004,chr1_160349343; id:8463;coad
12811,chr1_198707003,9319,PTPRC,coad,0.06268702345864058,0.1329168010110473,0.2777010764939712,chr1_198707003; id:9319;coad
18901,chr3_10318188,63359,SEC13,coad,0.06268467224050266,0.1329313710317279,0.2777010764939712,chr3_10318188; id:63359;coad
24536,chr6_17780668,75454,KIF13A,coad,0.06268424004792318,0.13293404937542994,0.2777010764939712,chr6_17780668; id:75454;coad
9874,chr17_75733602,43489,ITGB4,coad,0.06268294060999643,0.13294210238241722,0.2777010764939712,chr17_75733602; id:43489;coad
21897,chr4_70831430,69451,GRSF1,coad,0.06264974537084056,0.1331479509953094,0.27803505784680566,chr4_70831430; id:69451;coad
13574,chr1_24661467,1128,SRRM1,read,0.0626431871304886,0.1331886487131724,0.2781008408926406,chr1_24661467; id:1128;read
21314,chr4_177309839,71226,NEIL3,read,0.06263937450327482,0.1332123127091727,0.27813105052388015,chr4_177309839; id:71226;read
13981,chr1_39479772,1877,MACF1,coad,0.0626362157344962,0.1332319208325088,0.27815278840196234,chr1_39479772; id:1877;coad
22969,chr5_169593585,74471,SPDL1,coad,0.06261543151978906,0.13336099484589375,0.2783966151001834,chr5_169593585; id:74471;coad
11699,chr1_108696145,3945,PRPF38B,coad,0.0626134226486674,0.1333734754395916,0.2783966151001834,chr1_108696145; id:3945;coad
914,chr10_72566841,12093,MICU1,coad,0.06259578893469467,0.13348306780972685,0.27858988638756116,chr10_72566841; id:12093;coad
13648,chr1_27353864,1320,SYTL1,read,0.06258669556395112,0.13353960966410075,0.2786229052216869,chr1_27353864; id:1320;read
2993,chr12_110375975,24421,ANAPC7,coad,0.06258663102209906,0.13354001104624147,0.2786229052216869,chr12_110375975; id:24421;coad
1137,chr10_92934269,12543,EXOC6,read,0.06257552049297421,0.13360912067767272,0.27872864221935517,chr10_92934269; id:12543;read
24524,chr6_17637174,75453,NUP153,coad,0.06257192173215247,0.13363151158004616,0.2787561257837434,chr6_17637174; id:75453;coad
25486,chr7_114663437,81479,FOXP2,read,0.06256950237772159,0.13364656603600142,0.27876830274199055,chr7_114663437; id:81479;read
3156,chr12_121255854,24845,CAMKK2,read,0.06256094307712551,0.1336998368709793,0.27882173110134245,chr12_121255854; id:24845;read
13433,chr1_232493595,10315,SIPA1L2,coad,0.06252771772098083,0.13390677800184475,0.27913781105974184,chr1_232493595; id:10315;coad
30179,chrX_41197332,88848,USP9X,coad,0.06251657874863438,0.13397621136841772,0.2792545795583041,chrX_41197332; id:88848;coad
25745,chr7_139142244,81942,TTC26,coad,0.06251533213132884,0.13398398372654638,0.2792545795583041,chr7_139142244; id:81942;coad
1661,chr11_128969896,19451,ARHGAP32,read,0.06250799268149511,0.13402975047820992,0.279317150362672,chr11_128969896; id:19451;read
1991,chr11_43839962,15459,HSD17B12,read,0.06249647134436795,0.13410161862988382,0.27942412952447315,chr11_43839962; id:15459;read
10164,chr18_23933710,44844,LAMA3,coad,0.062494343877170684,0.13411489266099427,0.27942412952447315,chr18_23933710; id:44844;coad
26471,chr7_6692745,78757,ZNF12,read,0.06249399126095064,0.13411709285801005,0.27942412952447315,chr7_6692745; id:78757;read
2697,chr11_85959065,18162,PICALM,coad,0.06249383963478284,0.1341180389587296,0.27942412952447315,chr11_85959065; id:18162;coad
6081,chr14_67380635,28055,EIF2S1,coad,0.062446543520417216,0.13441340351644243,0.2799430787325989,chr14_67380635; id:28055;coad
26782,chr7_92511142,80437,PEX1,coad,0.06244480814594751,0.1344242504744603,0.27994421370514977,chr7_92511142; id:80437;coad
16798,chr2_169630802,55871,PPIG,coad,0.06244349476087532,0.13443246023652158,0.27994421370514977,chr2_169630802; id:55871;coad
13732,chr1_31691128,1490,COL16A1,read,0.062439776252645345,0.13445570613953411,0.2799540707827488,chr1_31691128; id:1490;read
28163,chr9_107324902,87146,RAD23B,coad,0.06243814800924768,0.13446588592509903,0.27995599365351553,chr9_107324902; id:87146;coad
29383,chr9_86077540,86743,GOLM1,coad,0.062427543952984374,0.1345321970754517,0.2800747728900768,chr9_86077540; id:86743;coad
22757,chr5_149496874,74038,CSNK1A1,coad,0.06241283619970098,0.13462421192257568,0.2802084708277683,chr5_149496874; id:74038;coad
29820,chrX_136209839,90192,FHL1,coad,0.0623920956443394,0.13475405171917587,0.2803436713610176,chrX_136209839; id:90192;coad
17853,chr2_241229694,58345,HDLBP,read,0.06238893660598166,0.13477383636539403,0.2803649324107812,chr2_241229694; id:58345;read
17082,chr2_189822450,56543,PMS1,read,0.06238048461877743,0.13482678107215268,0.2804371084194524,chr2_189822450; id:56543;read
19955,chr3_25632797,63746,TOP2B,read,0.0623778199336621,0.1348434764435232,0.28045254745113185,chr3_25632797; id:63746;read
19721,chr3_17404788,63659,TBC1D5,coad,0.06236154063616097,0.13494550768974845,0.28058757597115647,chr3_17404788; id:63659;coad
21284,chr4_1699947,68499,SLBP,read,0.062350466630815365,0.13501494852941961,0.28070929703793285,chr4_1699947; id:68499;read
5892,chr14_53152762,27563,DDHD1,read,0.06234550395557152,0.13504607649750242,0.28070929703793285,chr14_53152762; id:27563;read
16032,chr22_37309137,62106,CYTH4,coad,0.06233879421693293,0.13508817156997602,0.2807112835269348,chr22_37309137; id:62106;coad
23612,chr5_71592839,72442,MCCC2,coad,0.062337641688790954,0.13509540323518732,0.2807112835269348,chr5_71592839; id:72442;coad
18571,chr2_73558979,53977,ALMS1,coad,0.06233625525279686,0.1351041029763987,0.2807112835269348,chr2_73558979; id:53977;coad
4440,chr12_7157477,20080,CLSTN3,coad,0.062331087263655716,0.13513653537343154,0.28073387680262635,chr12_7157477; id:20080;coad
20758,chr4_102584628,70108,NFKB1,coad,0.062327291634575,0.13516035916541616,0.280764083994369,chr4_102584628; id:70108;coad
22303,chr5_119452549,73077,HSD17B4,coad,0.06232398689966913,0.13518110442784181,0.28078789254996744,chr5_119452549; id:73077;coad
25681,chr7_134933338,81855,CALD1,coad,0.0623149172893598,0.13523805093565178,0.2808675994334126,chr7_134933338; id:81855;coad
8369,chr16_74912078,37575,WDR59,coad,0.06230211761453196,0.13531844932214945,0.2810152773790449,chr16_74912078; id:37575;coad
11461,chr19_54128410,51793,PRPF31,coad,0.0622976886560261,0.13534627744120736,0.28105377007959603,chr19_54128410; id:51793;coad
27098,chr8_123735887,85068,ANXA13,coad,0.06229475605083214,0.13536470607015266,0.2810598476783999,chr8_123735887; id:85068;coad
329,chr10_12235134,10771,CDC123,coad,0.06229426536453673,0.1353677897547116,0.2810598476783999,chr10_12235134; id:10771;coad
18199,chr2_43570351,53377,THADA,read,0.06228728315744847,0.13541167482402275,0.2811316656406211,chr2_43570351; id:53377;read
21911,chr4_71532216,69463,SLC4A4,coad,0.06226431070533559,0.1355561402952623,0.2813871961350924,chr4_71532216; id:69463;coad
6918,chr15_59094814,30924,RNF111,coad,0.06226273755168661,0.13556603763375663,0.2813871961350924,chr15_59094814; id:30924;coad
5775,chr14_45114674,27395,PRPF39,coad,0.06226179471699045,0.13557196965053947,0.2813871961350924,chr14_45114674; id:27395;coad
493,chr10_20812736,10959,NEBL,coad,0.0622394581060866,0.13571256301213164,0.28163537279829354,chr10_20812736; id:10959;coad
14953,chr20_35842553,59253,PHF20,coad,0.062235782004840395,0.1357357122600738,0.2816497404847648,chr20_35842553; id:59253;coad
13382,chr1_230660887,10240,COG2,read,0.06220556207263962,0.1359261293540624,0.28196747478145523,chr1_230660887; id:10240;read
16104,chr22_39317634,62289,RPL3,coad,0.062197950719223655,0.1359741212368219,0.28202834294388135,chr22_39317634; id:62289;coad
23872,chr6_100798909,77090,ASCC3,coad,0.06219506198210453,0.13599233901276317,0.28204678690537077,chr6_100798909; id:77090;coad
21460,chr4_26415524,68982,RBPJ,coad,0.06218243880031123,0.13607196896687535,0.28217323972596126,chr4_26415524; id:68982;coad
21724,chr4_47903156,69189,NFXL1,coad,0.06216718444027193,0.13616824490736293,0.28233417201776867,chr4_47903156; id:69189;coad
1655,chr11_128462635,19408,ETS1,read,0.062146766042817575,0.13629719508633176,0.2825434314863677,chr11_128462635; id:19408;read
3933,chr12_50098676,21641,SMARCD1,coad,0.06213923350279186,0.13634478975901693,0.2826033556922606,chr12_50098676; id:21641;coad
8111,chr16_56839568,36496,NUP93,coad,0.0621297958955352,0.1364044397363391,0.2827076187093521,chr16_56839568; id:36496;coad
15966,chr22_31819242,61894,DEPDC5,coad,0.0621181463229712,0.13647809804350947,0.282814457753602,chr22_31819242; id:61894;coad
24980,chr6_5771353,75245,FARS2,coad,0.062102127690162004,0.13657943118110363,0.2828764566234664,chr6_5771353; id:75245;coad
28633,chr9_131130697,87925,NUP214,coad,0.06209589888209186,0.13661884996928844,0.28293872345392557,chr9_131130697; id:87925;coad
9577,chr17_58213007,42639,MKS1,coad,0.06208965321705179,0.13665838422752327,0.283001220880619,chr17_58213007; id:42639;coad
7893,chr16_30723570,36171,SRCAP,coad,0.06207942740550633,0.13672313131087732,0.28309653635226156,chr16_30723570; id:36171;coad
11706,chr1_1090878,10,C1orf159,read,0.06206095998547636,0.13684012185220673,0.28326120631168245,chr1_1090878; id:10;read
3369,chr12_132735518,25295,ANKLE2,coad,0.06203087270628933,0.13703088881217027,0.28355906076382664,chr12_132735518; id:25295;coad
24275,chr6_147262175,78051,STXBP5,read,0.062026982167550565,0.13705557152016465,0.28359073411968116,chr6_147262175; id:78051;read
