,crc_str,as_id,gene_names,cancer_type,pearson_coefficient,p_value,adjusted_p_value,gene_function
1104,chr10_89719774,12497,KIF20B,coad,0.16805116848636292,5.049415447583224e-05,0.0008706931026918735,
10232,chr18_3457678,44497,TGIF1,coad,0.16802401763252117,5.06378026654485e-05,0.0008725760305544294,
9069,chr17_39471054,40649,CDK12,coad,0.16801963018801225,5.0661051732636073e-05,0.0008725760305544294,
15874,chr22_28721637,61528,CHEK2,coad,0.16799211151217505,5.080710347136369e-05,0.0008740960435104636,
4888,chr13_26254774,25515,CDK8,coad,0.16797955166359274,5.087389541609463e-05,0.0008747475650140887,
6321,chr14_89971258,28808,TDP1,coad,0.16797297045915252,5.090892669684417e-05,0.0008748525499693476,
16078,chr22_38607490,62247,FAM227A,coad,0.16795901860753795,5.09832668298999e-05,0.0008754784234875655,
10210,chr18_31089497,45007,DSC2,coad,0.16795527347424935,5.100323961597257e-05,0.0008754784234875655,
7128,chr15_70670934,31438,UACA,coad,0.16789786194858275,5.1310342391197854e-05,0.0008797000801586745,
5768,chr14_39401190,27381,FBXO33,coad,0.16789299801496957,5.133644045230816e-05,0.0008797000801586745,
9407,chr17_4973267,38632,CAMTA2,coad,0.1678577731500414,5.1525818811659974e-05,0.000882445294427325,
23091,chr5_177503342,74787,DOK3,coad,0.16778001840051515,5.1946189488503786e-05,0.0008891412003847181,
30055,chrX_23686038,88687,PRDX4,coad,0.16774348228540809,5.214483465708376e-05,0.000892036495590214,
10375,chr18_57020680,45633,WDR7,coad,0.16765991493244792,5.260188900722862e-05,0.000898838493233689,
23798,chr5_9051817,71544,SEMA5A,coad,0.16752807302273182,5.333067770978979e-05,0.000909749772889223,
7212,chr15_74025003,31626,PML,coad,0.16745211053141953,5.375490124207879e-05,0.0009159532327136186,
8653,chr17_17884642,39508,TOM1L2,coad,0.16743556784731928,5.384770815535262e-05,0.0009165019319969836,
4327,chr12_6621098,19899,LPAR5,coad,0.16737420259461275,5.419330065582106e-05,0.0009218652296599033,
1006,chr10_76884893,12279,KCNMA1,coad,0.1673678810777547,5.422902056205653e-05,0.0009219543152891511,
2168,chr11_59666967,16032,PATL1,coad,0.16732941006772106,5.44468822127e-05,0.0009246187268518313,
22295,chr5_115832572,73034,ATG12,coad,0.16731425708179853,5.4532920521719457e-05,0.0009255601465653226,
8621,chr17_1660498,38361,PRPF8,coad,0.16729901968610217,5.4619567645085444e-05,0.0009259914929515747,
3686,chr12_30715208,20944,CAPRIN2,coad,0.16723900031161404,5.4962133574133504e-05,0.0009312771596356683,
15722,chr21_46348991,60937,PCNT,coad,0.16707777866912216,5.589239906199156e-05,0.000945979636054804,
24080,chr6_128008080,77492,PTPRK,coad,0.16699258288070284,5.6389975569433564e-05,0.0009533341593613852,
5827,chr14_50342941,27473,CDKL1,coad,0.16695333795692857,5.6620586380431e-05,0.0009544223262563015,
197,chr10_113726162,13166,CASP7,coad,0.16695156192093907,5.6631043757719494e-05,0.0009544223262563015,
20898,chr4_114622760,70428,UGT8,coad,0.16695147538713062,5.663155331916801e-05,0.0009544223262563015,
16202,chr22_42877017,62554,PACSIN2,coad,0.16694941639502242,5.66436791413477e-05,0.0009544223262563015,
25695,chr7_135205915,81881,WDR91,coad,0.16690031355854368,5.693358349656525e-05,0.0009577064698852147,
23323,chr5_43659343,71963,NNT,coad,0.16688129440385294,5.704624920844114e-05,0.0009590682642075054,
12585,chr1_17613179,859,ARHGEF10L,coad,0.16684912958474457,5.7237266679340924e-05,0.0009617450726203702,
9766,chr17_67632170,43114,PITPNC1,coad,0.16668610140480283,5.821477166387917e-05,0.0009765423011503193,
13647,chr1_27353864,1320,SYTL1,coad,0.1665821006789748,5.884656804720431e-05,0.0009865933761572586,
2152,chr11_59199659,16030,DTX4,coad,0.16648870670083213,5.9419443491655165e-05,0.0009946270719863872,
11977,chr1_149913671,7410,SV2A,coad,0.16643773985557797,5.973428985302749e-05,0.0009992608388300977,
9001,chr17_37584559,40526,SYNRG,coad,0.16640657065389283,5.992761251497489e-05,0.0010019406525790025,
28587,chr9_129876105,87872,USP20,coad,0.1663724834519646,6.013971007239892e-05,0.0010043763286249063,
11261,chr19_47152881,50621,SAE1,coad,0.1663627785465012,6.0200225513674927e-05,0.00100483213060767,
7026,chr15_64818350,31133,PIF1,coad,0.16628341339782496,6.0697273620737855e-05,0.0010114540168921302,
693,chr10_45445481,11359,ALOX5,coad,0.16624688797622517,6.092732499524896e-05,0.0010141700299842074,
15444,chr20_9435544,58678,PLCB4,coad,0.16622989287861928,6.103464722675653e-05,0.0010151194400809384,
21229,chr4_16006487,68819,PROM1,coad,0.16622722857011116,6.105148822969836e-05,0.0010151194400809384,
10574,chr19_11107373,47617,LDLR,coad,0.1662003832433827,6.122142165769437e-05,0.0010173856582620694,
25168,chr6_84744338,76914,TBX18,coad,0.166173227893783,6.139377192148774e-05,0.0010196895287014809,
11465,chr19_54171981,51799,TMC4,coad,0.16611782561007565,6.174682248171876e-05,0.0010249904752796838,
26704,chr7_87191042,80288,DMTF1,coad,0.16611159418706478,6.178665189175222e-05,0.0010250890216489555,
23482,chr5_65647026,72243,TRAPPC13,coad,0.16608807340843407,6.193720845030942e-05,0.0010270235030589959,
16018,chr22_36349101,62044,MYH9,coad,0.16606841309654374,6.206331987762799e-05,0.0010285507450404703,
21707,chr4_47645180,69181,CORIN,coad,0.16605756834080782,6.213298747824192e-05,0.0010289590029846063,
25329,chr7_102425070,81088,PRKRIP1,coad,0.16605398926119042,6.215599598124899e-05,0.0010289590029846063,
11321,chr19_49351257,50920,TEAD2,coad,0.16599886656152718,6.25113759465771e-05,0.0010342760205165342,
9974,chr17_7949362,39079,CNTROB,coad,0.16597931681368946,6.263787478519422e-05,0.0010354894116859957,
10070,chr17_8257787,39148,PFAS,coad,0.1659212096816325,6.301529184714728e-05,0.0010409052440835443,
2192,chr11_614365,13701,IRF7,coad,0.1658783808883093,6.329484653827574e-05,0.0010443822332515818,
25489,chr7_114922580,81513,MDFIC,coad,0.16577724023053794,6.395967252013428e-05,0.0010542017958427583,
3489,chr12_19514913,20664,AEBP2,coad,0.16576645623244085,6.40309464132043e-05,0.0010546112232364697,
6525,chr15_32691744,29821,SCG5,coad,0.16576293264450626,6.405425085420383e-05,0.0010546112232364697,
19256,chr3_129572930,66743,PLXND1,coad,0.16562988617502097,6.494008104406497e-05,0.0010674525821618179,
21185,chr4_15476002,68806,CC2D2A,coad,0.16556109412101433,6.540262522358071e-05,0.001074471700101683,
28759,chr9_137349171,88296,EXD3,coad,0.16544684242942803,6.617770934239565e-05,0.0010854364528529049,
12657,chr1_183215412,9169,LAMC2,coad,0.16540181899330403,6.64855235326738e-05,0.0010893037157344088,
5658,chr14_32696085,27135,AKAP6,coad,0.16532789584507251,6.699385066615056e-05,0.0010964442713191145,
14788,chr20_277069,58435,C20orf96,coad,0.16519598249779804,6.791006847983459e-05,0.0011090388883221367,
2939,chr12_109082057,24268,USP30,coad,0.16506277903254038,6.884723770939442e-05,0.001122525447180935,
13550,chr1_244843160,10473,COX20,read,0.16504678231880582,6.896060184349913e-05,0.001123767997174909,
15866,chr22_26510214,61511,TFIP11,coad,0.16502367503319026,6.912466760418131e-05,0.0011258349874466687,
15920,chr22_30345243,61726,SF3A1,coad,0.16500719361651411,6.92419135160526e-05,0.0011265312933259875,
25501,chr7_116880050,81546,CAPZA2,coad,0.1649708593300058,6.950105247289704e-05,0.0011301394258294466,
19435,chr3_143027135,67124,U2SURP,coad,0.16495582189686647,6.960856813554844e-05,0.001130310294977269,
14392,chr1_70336012,3399,ANKRD13C,coad,0.16495371063126707,6.962367596437931e-05,0.001130310294977269,
9323,chr17_4672150,38548,PELP1,coad,0.16494143238559783,6.971159817292762e-05,0.0011305240143379067,
15206,chr20_47637800,59724,NCOA3,coad,0.16489690798643356,7.003130862354658e-05,0.0011338848658025515,
7217,chr15_74180246,31685,STRA6,coad,0.1648784867721786,7.016398758762718e-05,0.0011354252566012756,
15446,chr20_9437155,58678,PLCB4,coad,0.16486181798191507,7.028424908072818e-05,0.001136460639417413,
21580,chr4_39302483,69056,RFC1,coad,0.16485920486654068,7.030311973383963e-05,0.001136460639417413,
9385,chr17_48922767,42241,UBE2Z,coad,0.1648470044336578,7.039128863203584e-05,0.001136670862080045,
28377,chr9_122851459,87484,RC3H2,coad,0.1647739900084849,7.09211265490977e-05,0.0011431987006771801,
18226,chr2_44339367,53428,PREPL,coad,0.1647704742600407,7.094673371370696e-05,0.0011431987006771801,
26686,chr7_842874,78520,SUN1,coad,0.16475497847112844,7.105970221459466e-05,0.0011444093149522978,
2106,chr11_5667739,14072,TRIM5,coad,0.16472191221836374,7.130133188378457e-05,0.0011476896129989699,
26925,chr8_102329213,84777,UBR5,coad,0.16471575631612959,7.134640127787073e-05,0.0011478042056644682,
6669,chr15_42388917,30146,CAPN3,coad,0.16464455060017147,7.186967915640775e-05,0.0011538654444018166,
6541,chr15_34238209,29860,SLC12A6,coad,0.16464372541006686,7.187576449836411e-05,0.0011538654444018166,
14133,chr1_46572223,2802,MKNK1,coad,0.16455410248155983,7.253958753235121e-05,0.001162858100206833,
8913,chr17_32772645,40210,MYO1D,coad,0.16452394950932991,7.276422317102162e-05,0.00116565356451671,
29637,chrX_118442367,89936,WDR44,coad,0.1644961805125026,7.297167882888329e-05,0.0011681981058189806,
8989,chr17_37513018,40523,DUSP14,coad,0.16445288716569403,7.329622665217213e-05,0.0011716936443419376,
14750,chr20_21326631,58833,XRN2,coad,0.16442661465354763,7.349384145481896e-05,0.001173612056389123,
15938,chr22_31093627,61810,SMTN,coad,0.16438802514669953,7.37850128414236e-05,0.0011776399542949114,
29794,chrX_134393723,90146,PHF6,coad,0.1643530173464,7.405010002332516e-05,0.0011812475080197624,
26871,chr7_99531363,80654,ZKSCAN5,coad,0.16433886910777296,7.415748845097123e-05,0.0011823369732206772,
10702,chr19_1632417,46532,TCF3,coad,0.16428015826311504,7.460468900802975e-05,0.0011884353825018647,
14001,chr1_40078821,1987,PPT1,coad,0.16427834059678187,7.461857468576761e-05,0.0011884353825018647,
10864,chr19_21378607,48760,ZNF738,coad,0.16422325749232702,7.504052853155549e-05,0.001193898361618567,
16012,chr22_36282627,62044,MYH9,coad,0.16420670398544335,7.516777271769241e-05,0.0011948054643514039,
15074,chr20_41172178,59390,PLCG1,coad,0.1642036407784249,7.519134140726915e-05,0.0011948054643514039,
21030,chr4_139351158,70629,NAA15,read,0.16419799502186844,7.52347988116646e-05,0.0011948054643514039,
10514,chr19_10154400,47474,DNMT1,coad,0.16417798682176882,7.538899988840695e-05,0.0011962960659102143,
405,chr10_128073460,13457,PTPRE,coad,0.16416493729412554,7.548973176923404e-05,0.0011972663541481299,
2308,chr11_65541000,16861,LTBP3,coad,0.16414050170966438,7.567869636820395e-05,0.0011996342618743859,
3145,chr12_121010933,24813,C12orf43,coad,0.16405438857124982,7.634818653931996e-05,0.0012089795297810116,
13780,chr1_32867848,1641,FNDC5,coad,0.16403565869956216,7.649454039963559e-05,0.0012100300075245703,
20405,chr3_50183030,64964,SEMA3F,coad,0.16397045311137626,7.700611870121916e-05,0.0012174856560995156,
15794,chr22_20751461,61187,PI4KA,coad,0.1639001956266295,7.75609425393292e-05,0.0012256168793636424,
9419,chr17_50080286,42342,ITGA3,coad,0.1638918683818159,7.762695215724147e-05,0.001226019408875075,
14773,chr20_25207167,58863,ENTPD6,coad,0.16388546696940684,7.767773181774662e-05,0.0012261811058599929,
18385,chr2_61493988,53694,XPO1,coad,0.16387686258628073,7.77460360504321e-05,0.001226619123810808,
29804,chrX_1358659,88385,IL3RA,coad,0.16384088330621469,7.803226465542789e-05,0.0012298519252232501,
15732,chr21_46541953,60938,DIP2A,coad,0.16377688427992865,7.854385812881369e-05,0.0012372703068260261,
10474,chr18_79110385,46230,ATP9B,coad,0.16376663640467914,7.862607045946234e-05,0.0012379206148081408,
8133,chr16_57127945,36521,CPNE2,coad,0.16373892386232863,7.884879753777024e-05,0.0012407814159884811,
30013,chrX_19357618,88629,PDHA1,coad,0.16363323916344819,7.970366300911177e-05,0.0012522791104990056,
6546,chr15_34261025,29860,SLC12A6,coad,0.16362157517273201,7.979854464365057e-05,0.0012531188903152708,
8881,chr17_31856823,40163,COPRS,coad,0.1635915983094698,8.004288253721536e-05,0.001255335241724349,
16268,chr22_46343392,62704,TRMU,coad,0.16358898723975768,8.006419842242583e-05,0.001255335241724349,
11349,chr19_49891068,51118,IL4I1,coad,0.1635051114304794,8.075178619655594e-05,0.0012640572433842948,
9421,chr17_50087830,42342,ITGA3,coad,0.1635027309137654,8.077138193650581e-05,0.0012640572433842948,
26263,chr7_38830269,79291,VPS41,coad,0.16350075434967454,8.078765585921118e-05,0.0012640572433842948,
20114,chr3_38379168,64043,XYLB,coad,0.16346607435563537,8.10736949453736e-05,0.0012670451501898383,
14752,chr20_21340917,58833,XRN2,coad,0.16346237113794834,8.11042952807911e-05,0.0012670451501898383,
15898,chr22_29291437,61578,EWSR1,coad,0.16345413040655296,8.117242896450697e-05,0.0012674548859223094,
7064,chr15_66529586,31285,ZWILCH,coad,0.16342952536639374,8.137618261900945e-05,0.0012693500661465206,
10250,chr18_35373395,45166,ZNF396,coad,0.16340951877605087,8.154221195037012e-05,0.0012712598971334765,
14963,chr20_35947465,59253,PHF20,coad,0.16338138642992178,8.17762150509421e-05,0.0012736684922541558,
26550,chr7_75954203,80131,POR,coad,0.1633808204322011,8.178092947454358e-05,0.0012736684922541558,
10742,chr19_17422359,48301,MVB12A,coad,0.16337101711997953,8.186262588292113e-05,0.0012742846730977608,
10657,chr19_14695528,48017,ZNF333,coad,0.16331976409145527,8.229099968416977e-05,0.0012796356223381566,
5722,chr14_35775136,27239,RALGAPA1,coad,0.1632951554413195,8.249742929386977e-05,0.0012821864074990192,
25325,chr7_102275432,81068,CUX1,coad,0.1632125572515693,8.319387856661857e-05,0.001290824508277537,
10593,chr19_11904784,47757,ZNF69,coad,0.16320900775820774,8.322393093540079e-05,0.001290824508277537,
19942,chr3_25607296,63746,TOP2B,coad,0.16318487885124316,8.342849366408887e-05,0.0012933340804051092,
8301,chr16_70785679,37411,VAC14,coad,0.16315928572069405,8.364598785549358e-05,0.0012949829692484975,
23175,chr5_31401463,71625,DROSHA,coad,0.16315725042062357,8.366330705609403e-05,0.0012949829692484975,
30145,chrX_40599570,88830,ATP6AP2,coad,0.16312550715935167,8.39338612808445e-05,0.0012978423488952669,
29784,chrX_133302876,90141,GPC4,coad,0.1630228948086329,8.481409953241401e-05,0.0013101136059028916,
11045,chr19_38305517,49602,YIF1B,coad,0.16300993409991543,8.492589706028859e-05,0.0013111708813621382,
11205,chr19_44818715,50346,BCAM,coad,0.16300395043920793,8.497755825366437e-05,0.0013112991068275914,
28653,chr9_131580208,87968,RAPGEF1,coad,0.1629151517440497,8.57477101579865e-05,0.0013212954043180854,Rap guanine nucleotide exchange factor 1 [Source:HGNC Symbol;Acc:HGNC:4568]
14560,chr1_89116976,3712,GBP2,coad,0.1629104603577758,8.578858098633257e-05,0.0013212954043180854,
17051,chr2_188569985,56496,GULP1,coad,0.162812779100169,8.664375128273529e-05,0.0013308990642693392,
10396,chr18_58696523,45679,MALT1,coad,0.16277262979278978,8.699757070270979e-05,0.0013356555969053084,
16120,chr22_40408645,62346,SGSM3,coad,0.16270696850849503,8.757915246011511e-05,0.0013418599119332229,
19725,chr3_172820174,67652,ECT2,coad,0.16270012073435575,8.764001576616659e-05,0.0013421125452393462,
30498,chrX_71125739,89397,MED12,coad,0.16268557833187347,8.776940147608727e-05,0.001343413738686366,
30313,chrX_49286941,89122,PPP1R3F,coad,0.1626529282212304,8.80605499056727e-05,0.0013471883317638191,
29458,chr9_94300321,86925,ZNF169,coad,0.1625870499187788,8.865077440746906e-05,0.0013548472319120273,
30534,chrX_72567779,89459,HDAC8,coad,0.16255899878135532,8.890322317748815e-05,0.001356459276711668,
18148,chr2_39013444,53315,SOS1,coad,0.1625257925787655,8.920294092700819e-05,0.0013598502763797191,
11075,chr19_39415146,49821,PLEKHG2,coad,0.1625183056509179,8.927064901240594e-05,0.0013601968661865077,
2893,chr12_106784076,24156,RIC8B,coad,0.16246892641400043,8.971842478688187e-05,0.0013663311972201622,
21333,chr4_1803678,68511,FGFR3,coad,0.1624087927566824,9.026658039621676e-05,0.0013739872793576123,
9920,chr17_77216520,43701,SEC14L1,coad,0.16238868437650736,9.045058364100825e-05,0.0013758052594649347,
1114,chr10_89754507,12497,KIF20B,coad,0.1623796262509687,9.053358609123043e-05,0.0013758052594649347,
14562,chr1_89121844,3712,GBP2,coad,0.16237134828147304,9.060950247564092e-05,0.0013758052594649347,
8558,chr17_12990010,39321,ARHGAP44,coad,0.16235396876465485,9.076908336789745e-05,0.0013769124858231,
8562,chr17_13017210,39329,ELAC2,coad,0.16233587318963097,9.093552054039521e-05,0.0013769124858231,
7006,chr15_64127106,31086,SNX1,coad,0.162333264799844,9.095953535045638e-05,0.0013769124858231,
7836,chr16_28905361,35888,RABEP2,coad,0.16232242303034206,9.105941692626467e-05,0.0013777348999173963,
8035,chr16_4868913,33867,UBN1,coad,0.16231061694544513,9.116829993122872e-05,0.0013786926157100064,
5477,chr14_104941093,29583,AHNAK2,read,0.16229865515693498,9.127874401306889e-05,0.0013796729698527079,AHNAK nucleoprotein 2 [Source:HGNC Symbol;Acc:HGNC:20125]
9021,chr17_37700953,40543,HNF1B,coad,0.16229367387453625,9.132477372653124e-05,0.0013796792114680006,
4812,chr13_113585753,26384,TFDP1,coad,0.1622544143123732,9.168831915065009e-05,0.0013844798865259172,
7575,chr16_1519962,33109,IFT140,coad,0.16223500924578316,9.186851404587115e-05,0.001386508586485715,
27034,chr8_119793319,85011,TAF2,coad,0.1621929265925406,9.226043921444787e-05,0.0013917291690977436,
8552,chr17_12915972,39321,ARHGAP44,coad,0.16207532570848815,9.336404994422964e-05,0.0014055727678263942,
1346,chr11_108723244,18623,DDX10,coad,0.16204670479412053,9.363451445871579e-05,0.0014082426105439378,DEAD-box helicase 10 [Source:HGNC Symbol;Acc:HGNC:2735]
25473,chr7_112772708,81456,TMEM168,coad,0.1620256528803703,9.383392360715825e-05,0.0014105402681404082,
21713,chr4_47683776,69181,CORIN,coad,0.1620033818274767,9.40453161336689e-05,0.0014130156912383588,
29553,chrX_101147866,89630,CENPI,coad,0.1619940635269788,9.413389667311835e-05,0.001413644342044918,
6199,chr14_74882543,28435,DLST,coad,0.1619572948049804,9.448419059525636e-05,0.0014174971947190122,
20186,chr3_44357883,64355,TCAIM,coad,0.16193566759070754,9.469080514707378e-05,0.001419892613620846,
14508,chr1_84479303,3603,RPF1,coad,0.16192095374670015,9.483161630790895e-05,0.0014212994228110537,
23145,chr5_180623879,75015,FLT4,coad,0.16189468693237544,9.508347954578569e-05,0.0014243684194464032,
9768,chr17_67632269,43114,PITPNC1,coad,0.16188643033235395,9.516277922946656e-05,0.001424850622670899,
4372,chr12_6906762,19994,LRRC23,coad,0.16186143395527378,9.540323431985433e-05,0.0014277440979732776,
16842,chr2_171023032,55921,TLK1,coad,0.16184398909385642,9.557138576744145e-05,0.0014295531961109132,
19395,chr3_142177583,67105,GK5,coad,0.16180743441689335,9.592464284815103e-05,0.001433419378924075,
29691,chrX_120560258,90003,CUL4B,coad,0.1617797687948955,9.619281500484923e-05,0.0014367168838625506,
3993,chr12_51504181,21854,SLC4A8,coad,0.1617729567908479,9.62589542881224e-05,0.0014369950999231303,
2285,chr11_64799576,16691,MAP4K2,coad,0.16176047672425492,9.638023718622375e-05,0.0014380958429685926,mitogen-activated protein kinase kinase kinase kinase 2 [Source:HGNC Symbol;Acc:HGNC:6864]
29007,chr9_33465345,86114,NOL6,coad,0.1616711446107505,9.725258920857676e-05,0.0014503967261407318,
10254,chr18_35702828,45193,GALNT1,coad,0.1616658337532087,9.730468461084507e-05,0.0014504584455667861,
16184,chr22_42601940,62521,POLDIP3,coad,0.16162640017732444,9.76923202299178e-05,0.0014540867250757204,
15518,chr21_28986201,60297,LTN1,coad,0.16161098203911667,9.784427698031207e-05,0.001454967615215134,
10916,chr19_32646464,48896,ANKRD27,coad,0.16160231594857277,9.792978516456984e-05,0.001454967615215134,
25835,chr7_149771023,82205,ZNF467,coad,0.16159653257657217,9.79868887525715e-05,0.001454967615215134,
6131,chr14_73097073,28252,RBM25,coad,0.16159601174990923,9.799203280519849e-05,0.001454967615215134,
23443,chr5_62366397,72176,KIF2A,coad,0.16157987184575667,9.81515680154351e-05,0.001456621282937603,
20044,chr3_37011770,63930,MLH1,coad,0.16155694004756738,9.837865848748035e-05,0.0014591397667827648,
15750,chr22_17817399,61012,MICAL3,coad,0.16155211620480142,9.842649128448458e-05,0.0014591397667827648,
18849,chr3_100320892,65815,TBC1D23,coad,0.16154813318022382,9.846600310807151e-05,0.0014591397667827648,
5839,chr14_50448715,27482,MAP4K5,coad,0.16151773665409988,9.876803060295585e-05,0.0014618341758314858,
25042,chr6_75085407,76768,COL12A1,coad,0.16151524498535902,9.879282709206668e-05,0.0014618341758314858,
21205,chr4_15627062,68813,FBXL5,coad,0.16150192356139803,9.89254981807477e-05,0.0014630815122135521,
7425,chr15_90957712,32527,RCCD1,coad,0.16144647349108268,9.947954259262795e-05,0.001469120491071305,
16186,chr22_42623755,62541,CYB5R3,coad,0.1614136117964664,9.980926655169141e-05,0.0014732705060302132,
16058,chr22_38098332,62195,BAIAP2L2,coad,0.1613911771171226,0.00010003495983666825,0.0014758816391512346,
6779,chr15_48465756,30497,FBN1,coad,0.16138582234277757,0.00010008889995040698,0.0014759574739151922,
11157,chr19_42091601,50118,POU2F2,coad,0.16138085817011272,0.0001001389298857474,0.00147597560155674,
9639,chr17_60069868,42846,HEATR6,coad,0.16131119600751906,0.00010084348740743011,0.0014849129876522511,
3722,chr12_32822612,21062,PKP2,coad,0.16129620727669303,0.00010099569110824586,0.001486430500033526,
21448,chr4_25914463,68973,SMIM20,coad,0.16128303812304995,0.00010112959629606308,0.001487677354073165,
2365,chr11_66801007,17121,C11orf80,coad,0.16127628234978467,0.00010119835448018528,0.0014879651099918348,
20110,chr3_38376138,64043,XYLB,coad,0.16126284375735556,0.00010133525921388326,0.0014886575350648642,
27056,chr8_120370437,85016,COL14A1,coad,0.16123180226778286,0.00010165215908266053,0.0014922552363669424,
26698,chr7_87173489,80288,DMTF1,coad,0.16122834742340253,0.00010168748692849292,0.0014922552363669424,
4478,chr12_7367261,20094,CD163L1,coad,0.16122051948092592,0.00010176757508112838,0.001492706260101226,
20162,chr3_42532132,64279,VIPR1,coad,0.16121385859857437,0.00010183576972903277,0.0014929824796192904,
19970,chr3_27376692,63780,SLC4A7,coad,0.16118144557454506,0.00010216823133211476,0.0014964058869926444,
28473,chr9_127365413,87620,GARNL3,coad,0.1611257115866587,0.00010274228709468571,0.0015040854178019212,
11425,chr19_52216588,51416,PPP2R1A,coad,0.1610974103737941,0.0001030349484459641,0.0015070471774785038,
21370,chr4_184762516,71316,ACSL1,coad,0.1610965114194006,0.000103044257332635,0.0015070471774785038,
16818,chr2_169958451,55896,UBR3,coad,0.16108481515065876,0.00010316544716288515,0.0015080903573907497,
15196,chr20_47623862,59724,NCOA3,coad,0.16106574011769437,0.00010336337926534513,0.0015084879075820204,
11235,chr19_45702980,50516,QPCTL,coad,0.16106305806894267,0.0001033912381948583,0.0015084879075820204,
30383,chrX_53569901,89229,HUWE1,coad,0.16106297075804168,0.00010339214522788983,0.0015084879075820204,
23980,chr6_111694285,77269,FYN,coad,0.16104998155103967,0.00010352716763881961,0.0015097295975101733,
14702,chr20_1630335,58531,SIRPG,coad,0.16093471430646722,0.00010473266035399719,0.0015251031836334354,
15281,chr20_51697396,59803,ATP9A,coad,0.1609206651955261,0.00010488048936738113,0.0015265208859078165,
21701,chr4_47603661,69181,CORIN,coad,0.16088773813354018,0.00010522772783118634,0.00152964239242122,
22606,chr5_141656915,73825,ARAP3,coad,0.16086842184712663,0.00010543193460752501,0.0015308635920329304,
11390,chr19_51458357,51342,SIGLEC8,coad,0.16085573872977288,0.00010556622003041186,0.0015320778909883909,
5424,chr14_102954700,29428,CDC42BPB,coad,0.16084163276139202,0.00010571575928894579,0.0015326451403827415,
11305,chr19_48971038,50843,GYS1,coad,0.16083771486961612,0.00010575732874785191,0.0015326451403827415,
11363,chr19_50308898,51163,MYH14,coad,0.160753254542996,0.00010665721573613981,0.0015426013646753806,
14582,chr1_91797287,3743,TGFBR3,coad,0.16074421456679489,0.00010675395841600067,0.0015426533551323174,
8921,chr17_35139193,40279,NLE1,coad,0.16066385542323192,0.00010761757133806128,0.001554390374937757,
15102,chr20_43705201,59450,MYBL2,coad,0.16061195774196607,0.00010817880093806517,0.0015610056461697428,
8540,chr16_90042456,38201,GAS8,coad,0.1605814382360909,0.00010851012853487186,0.0015646429188089172,
17346,chr2_20622177,52778,HS1BP3,coad,0.16050025925044864,0.00010939608268179653,0.0015755640574813981,
19399,chr3_142204650,67105,GK5,coad,0.16046264062486376,0.00010980894082368769,0.0015789278232091984,
7567,chr16_14606398,34077,PARN,coad,0.16046042493047674,0.00010983330336199117,0.0015789278232091984,
11381,chr19_51124976,51305,SIGLEC9,coad,0.16045995625870624,0.00010983845726672684,0.0015789278232091984,
16198,chr22_42823631,62551,ARFGAP3,coad,0.16044456414889094,0.00011000784823042831,0.001580611577068553,
28231,chr9_112102296,87237,SUSD1,coad,0.16043882152649797,0.00011007110902393514,0.0015807695595578908,
10134,chr18_23477194,44818,RIOK3,coad,0.160421998437365,0.00011025662944289067,0.0015826823718558276,
749,chr10_58803035,11817,BICC1,coad,0.16041330540484516,0.00011035260908101989,0.0015833086630244054,
10776,chr19_18312535,48416,LSM4,coad,0.160357127739313,0.00011097476396218584,0.001589972399827717,
10812,chr19_1918997,46562,SCAMP4,coad,0.16033384755044483,0.00011123355272076263,0.0015922776432621068,secretory carrier membrane protein 4 [Source:HGNC Symbol;Acc:HGNC:30385]
21029,chr4_139351158,70629,NAA15,coad,0.1603331824747533,0.0001112409542143439,0.0015922776432621068,
7399,chr15_90473650,32487,IQGAP1,coad,0.1603225033067999,0.00011135986400106392,0.0015932256796178704,
13277,chr1_226648779,10021,ITPKB,coad,0.16029674812241973,0.00011164713354275317,0.0015958258761817436,
23744,chr5_81305202,72662,ZCCHC9,coad,0.1602835396164945,0.00011179472961151528,0.0015964553720405632,
9954,chr17_7894355,39069,CHD3,coad,0.16028033278030407,0.00011183059150981218,0.0015964553720405632,
16638,chr2_151473915,55572,RIF1,coad,0.16018937836480415,0.0001128522488071732,0.0016077325789792527,
1077,chr10_86716814,12421,LDB3,coad,0.16014636056710024,0.00011333850451480155,0.0016131402677883166,
29593,chrX_107067514,89815,RBM41,coad,0.1601249685519425,0.00011358104431057104,0.0016150722544302873,
8047,chr16_50333643,36379,BRD7,coad,0.16008591204005823,0.00011402512181599256,0.0016206249103969431,
21919,chr4_73092313,69480,ANKRD17,coad,0.16005886737942238,0.00011433357956835903,0.001624245708804612,
8631,chr17_1681084,38361,PRPF8,coad,0.16002409351506217,0.00011473134631060377,0.0016291312531287374,
27745,chr8_58600031,83939,NSMAF,coad,0.16000091973000224,0.00011499714599741263,0.0016321392213476046,
5392,chr14_101883591,29313,PPP2R5C,coad,0.15998014256617674,0.0001152359491999383,0.001634761390033834,protein phosphatase 2 regulatory subunit B'gamma [Source:HGNC Symbol;Acc:HGNC:9311]
28195,chr9_109428570,87164,PTPN3,coad,0.15991073007373574,0.00011603713130888877,0.001644582130229012,
3287,chr12_123645439,25101,GTF2H3,coad,0.15990604909108452,0.0001160913489184639,0.001644582130229012,
25365,chr7_105146575,81281,SRPK2,coad,0.15989972025395952,0.00011616469073574326,0.0016448506888120575,
