,gene_names,cancer_type,corr,p_value,crc_str,as_id,adjusted_p_value
7513,CLEC16A,coad,0.013082254594279641,0.7546720072893826,chr16_10979296,34003.0,0.8445472980992806
7514,CLEC16A,read,-0.09456998184724179,0.0235806569955086,chr16_10979296,34003.0,0.08411721041270329
7515,NPRL3,coad,0.09624432491053159,0.02121361293645923,chr16_112782,32803.0,0.0782832139190425
7516,NPRL3,read,-0.09676743538616622,0.020517708281139975,chr16_112782,32803.0,0.07649046741073337
7517,RMI2,coad,0.08357855294247638,0.045523383419851425,chr16_11350590,34011.0,0.13362059665875967
7518,RMI2,read,-0.11304326305487668,0.00675387886949129,chr16_11350590,34011.0,0.03425009338708901
7519,LITAF,coad,-0.026462698265730427,0.5272717895113594,chr16_11549753,34012.0,0.6825292461549722
7520,LITAF,read,0.010518335518749566,0.8016293846205995,chr16_11549753,34012.0,0.8758543276410254
7521,TXNDC11,coad,0.08420942605657021,0.043911512616152976,chr16_11679315,34030.0,0.13038932739632295
7522,TXNDC11,read,-0.0748510070417163,0.07339936419840556,chr16_11679315,34031.0,0.18526078954846126
7523,TXNDC11,coad,0.19062603122190877,4.320550903170921e-06,chr16_11679653,34030.0,0.00012658069348701147
7524,TXNDC11,read,-0.04780062184889822,0.25329695808439373,chr16_11679653,34031.0,0.4289238449603795
7525,TXNDC11,coad,0.22418717604976646,5.830206054060652e-08,chr16_11679842,34030.0,3.783803729085363e-06
7526,TXNDC11,read,-0.023828904008142745,0.5691948447986616,chr16_11679842,34031.0,0.7139056971617579
7527,ZC3H7A,coad,0.0020534344758661813,0.9608821314293202,chr16_11761894,34033.0,0.976683638680703
7528,ZC3H7A,read,-0.1285185348117835,0.002052862287627533,chr16_11761894,34033.0,0.014581525275953454
7529,ZC3H7A,coad,-0.023070885738832654,0.5815480970116607,chr16_11765162,34033.0,0.7233672300398365
7530,ZC3H7A,read,-0.05576092466379716,0.18256625429179996,chr16_11765162,34033.0,0.3470886426560145
7531,ZC3H7A,coad,0.05495175316826864,0.1890066749933315,chr16_11768922,34033.0,0.35505948120129116
7532,ZC3H7A,read,-0.08710755455423565,0.03711104937815902,chr16_11768922,34033.0,0.11579684275735923
7533,ZC3H7A,coad,-0.012053489890800639,0.7734157620132913,chr16_11779191,34033.0,0.856596333116112
7534,ZC3H7A,read,-0.1162985435815702,0.005315396159606714,chr16_11779191,34033.0,0.028836241495347782
7535,RSL1D1,coad,-0.13912599859657082,0.0008399031938359354,chr16_11838116,34039.0,0.007449337477355322
7536,RSL1D1,read,0.1347003988453522,0.0012289259224253074,chr16_11838116,34039.0,0.009950733519957995
7537,GSPT1,coad,0.10203897310276208,0.014541667107666007,chr16_11876184,34048.0,0.06017005264480402
7538,GSPT1,read,-0.09894958124199334,0.017824583535069296,chr16_11876184,34048.0,0.06922533066943655
7539,GSPT1,coad,0.039592909833618566,0.34412133498959296,chr16_11887022,34048.0,0.5221549344233447
7540,GSPT1,read,-0.04010220191023844,0.3379455548520056,chr16_11887022,34048.0,0.516247587092656
7541,GSPT1,coad,0.06316865744673669,0.13096657543226733,chr16_11891152,34048.0,0.2762577646403525
7542,GSPT1,read,-0.06586633795401203,0.11527082339036848,chr16_11891152,34048.0,0.2530429538076873
7543,GSPT1,coad,0.024096043295695806,0.5648713141735328,chr16_11897904,34048.0,0.7108694025048814
7544,GSPT1,read,-0.03049815539356449,0.46623266802721186,chr16_11897904,34048.0,0.632591468040012
7545,SNX29,coad,0.05452199145965679,0.19249446049317037,chr16_12069043,34055.0,0.3595976236507796
7546,SNX29,read,-0.08663996256252578,0.03814361290738943,chr16_12069043,34055.0,0.118016314616769
7547,SNX29,coad,0.08137886114234792,0.051537587461064,chr16_12199568,34055.0,0.14579770075453471
7548,SNX29,read,-0.04562773258728413,0.27554005488609123,chr16_12199568,34055.0,0.4534214969997447
7549,SNX29,coad,0.10127890594673573,0.015295722260968397,chr16_12403424,34055.0,0.06227978994333384
7550,SNX29,read,-0.1211927023400313,0.003667587892693147,chr16_12403424,34055.0,0.021898433789692244
7551,CPPED1,coad,0.02286620172073952,0.584905098449249,chr16_12781413,34059.0,0.7256596386228181
7552,CPPED1,read,-0.022871067233490066,0.5848251955305692,chr16_12781413,34059.0,0.7256309579115786
7553,SHISA9,coad,0.02756050829687592,0.5102735221525609,chr16_12916740,34062.0,0.6691131673773794
7554,SHISA9,read,0.023528168830482435,0.5740808865809893,chr16_12916740,34062.0,0.7176729443007287
7555,SHISA9,coad,0.027811710330419417,0.5064245425224191,chr16_13234958,34062.0,0.6659608492538127
7556,SHISA9,read,-0.04220608335317053,0.3131914926820757,chr16_13234958,34062.0,0.4921839670753639
7557,ERCC4,coad,0.06430533753362204,0.12416258355582835,chr16_13930808,34064.0,0.2659392697306987
7558,ERCC4,read,-0.1287526559686267,0.0020141453675094254,chr16_13930808,34064.0,0.014412822579488588
7559,ERCC4,coad,0.02727658692577126,0.5146421347011039,chr16_13947896,34064.0,0.6725755565244036
7560,ERCC4,read,-0.12418017146365773,0.002905200878737949,chr16_13947896,34064.0,0.018528491141602803
7561,PARN,coad,0.08943753663090255,0.032312777801841774,chr16_14482836,34077.0,0.10488916695620142
7562,PARN,read,-0.04893022900499758,0.24224000743428933,chr16_14482836,34077.0,0.41688127501293126
7563,PARN,coad,-0.06233209525743995,0.13615572776539467,chr16_14552197,34077.0,0.2833398227176978
7564,PARN,read,-0.002046965387206431,0.9610052693235053,chr16_14552197,34077.0,0.9767418021341325
7565,PARN,coad,0.11260908314683278,0.006970054636797747,chr16_14604253,34077.0,0.03508413608615073
7566,PARN,read,-0.06945985458866695,0.0967003045270663,chr16_14604253,34077.0,0.22457184265597505
7567,PARN,coad,0.15974195056787518,0.00012296113013742557,chr16_14606398,34077.0,0.0017463756323133695
7568,PARN,read,-0.1134531161903951,0.006555350065118743,chr16_14606398,34077.0,0.03353382810898817
7569,CLCN7,coad,0.09290335010054555,0.026160461229575063,chr16_1454472,33101.0,0.09074049703383534
7570,CLCN7,read,-0.08847594544225793,0.034224659631780216,chr16_1454472,33101.0,0.10939432426629192
7571,CLCN7,coad,0.05638642667085043,0.17770001419143805,chr16_1457197,33101.0,0.34087619505694217
7572,CLCN7,read,-0.041138149978973165,0.3256040432572558,chr16_1457197,33101.0,0.5039226592700332
7573,BFAR,coad,0.13059863618202536,0.001731504406487809,chr16_14644389,34094.0,0.01283643718681079
7574,BFAR,read,-0.1346839637325789,0.0012306386687981018,chr16_14644389,34094.0,0.00996189989650177
7575,IFT140,coad,0.16343511239122852,8.490088861923947e-05,chr16_1519962,33109.0,0.0013249509298686752
7576,IFT140,read,-0.08065383615740401,0.05365975364495056,chr16_1519962,33109.0,0.14999609413074477
7577,IFT140,coad,0.04350391306947816,0.2985306311201565,chr16_1558243,33109.0,0.477770636939056
7578,IFT140,read,-0.029478481369199318,0.48127653788610103,chr16_1558243,33109.0,0.6450004382318038
7579,IFT140,coad,0.17151612844925865,3.670298355322967e-05,chr16_1564227,33109.0,0.0006955772664470833
7580,IFT140,read,-0.06921794702259743,0.09787044840317981,chr16_1564227,33109.0,0.2263050396273356
7581,IFT140,coad,0.15795685807712367,0.00014664511478318094,chr16_1566192,33109.0,0.001986479838164042
7582,IFT140,read,-0.07329099798565888,0.07961501053996557,chr16_1566192,33109.0,0.19620493021794058
7583,IFT140,coad,0.15199737231940125,0.0002604917426437568,chr16_1587215,33109.0,0.0030982950138990894
7584,IFT140,read,-0.05826943556288876,0.1636325726207439,chr16_1587215,33109.0,0.3216623969855592
7585,IFT140,coad,0.15695003377236003,0.00016182912877838956,chr16_1592431,33109.0,0.002146266908285225
7586,IFT140,read,-0.07823472071766664,0.06127344994774503,chr16_1592431,33109.0,0.1641402631819165
7587,IFT140,coad,0.22178874921656183,8.121519004438106e-08,chr16_1602431,33109.0,4.978641239394153e-06
7588,IFT140,read,-0.14217202428734474,0.0006421603026750602,chr16_1602431,33109.0,0.006099584265428594
7589,IFT140,coad,0.13524351864454273,0.0011735461757871784,chr16_1607306,33109.0,0.00962159116118232
7590,IFT140,read,-0.04502372257562241,0.2819523561469012,chr16_1607306,33109.0,0.4602821565678493
7591,MYH11,coad,0.09563275978858933,0.022053110470867495,chr16_15726938,34188.0,0.08035277073305731
7592,MYH11,read,-0.062103619081214305,0.13760012105568925,chr16_15726938,34188.0,0.2850936230131548
7593,MYH11,coad,-0.005676590256624251,0.8921475602122357,chr16_15738523,34188.0,0.9351229991775888
7594,MYH11,read,-0.03461905597409983,0.40816385365121577,chr16_15738523,34188.0,0.5819717110948226
7595,MYH11,coad,0.10726687206334631,0.010184472273164784,chr16_15740160,34188.0,0.04623589343720522
7596,MYH11,read,-0.053215683613502644,0.20338527307027368,chr16_15740160,34188.0,0.3732856229091326
7597,MYH11,coad,-0.015846094229800062,0.7050517317304412,chr16_15741515,34188.0,0.8112782578177141
7598,MYH11,read,-0.04841290654230066,0.2472609668670473,chr16_15741515,34188.0,0.42237523950996964
7599,MYH11,coad,0.039682777901501314,0.3430263872363457,chr16_15741896,34188.0,0.5213342594524248
7600,MYH11,read,-0.02243847838525198,0.5919489922531482,chr16_15741896,34188.0,0.7313680095487103
7601,MYH11,coad,0.06879944121315895,0.09992144516568166,chr16_15760489,34188.0,0.22946575569048155
7602,MYH11,read,-0.020914756562268252,0.6173520582953886,chr16_15760489,34188.0,0.7497225053228057
7603,MYH11,coad,-0.05374821710046219,0.19889266515874904,chr16_15798609,34188.0,0.3678670234588497
7604,MYH11,read,-0.006059585239241169,0.8849197808034953,chr16_15798609,34188.0,0.9302906942780319
7605,ABCC1,coad,0.13035572996510467,0.0017664936113170337,chr16_16014448,34210.0,0.013050457874847496
7606,ABCC1,read,-0.11387018220465087,0.006358716546550942,chr16_16014448,34210.0,0.032804163027082583
7607,ABCC1,coad,-0.03799882852969868,0.3639122932063521,chr16_16016469,34210.0,0.5407514609219269
7608,ABCC1,read,0.03535823461046529,0.39822207405026644,chr16_16016469,34210.0,0.572444231447258
7609,ABCC1,coad,0.09893087701749805,0.01784628707067973,chr16_16033212,34210.0,0.06925556404628527
7610,ABCC1,read,-0.09034919536967786,0.030585207376003842,chr16_16033212,34210.0,0.10108396751427268
7611,ABCC1,coad,0.08475964805499694,0.042545201124802194,chr16_16045913,34210.0,0.12747334748894468
7612,ABCC1,read,-0.0888287574415048,0.0335122701594575,chr16_16045913,34210.0,0.10778340254872078
7613,ABCC1,coad,0.13603166915999773,0.0010972633496520053,chr16_16048304,34210.0,0.009172662417058561
7614,ABCC1,read,-0.13959078306441358,0.0008064706653150341,chr16_16048304,34210.0,0.00725143475556875
7615,ABCC1,coad,0.12864049854538684,0.002032608816177067,chr16_16071730,34210.0,0.014503227437416387
7616,ABCC1,read,-0.10398869462121074,0.012754895827759231,chr16_16071730,34210.0,0.0546006194559024
7617,ABCC1,coad,0.03857836712662036,0.35663649670422837,chr16_16086805,34210.0,0.5337122649059117
7618,ABCC1,read,-0.020778224662858447,0.6196513573125055,chr16_16086805,34210.0,0.7518725256546717
7619,ABCC1,coad,-0.009042269748774699,0.8290030626649025,chr16_16111311,34210.0,0.8935327472093543
7620,ABCC1,read,0.0009892896262903887,0.9811482740501929,chr16_16111311,34210.0,0.9892230418729255
7621,ABCC1,coad,0.01568154625939942,0.7079735474938111,chr16_16124661,34210.0,0.8133083764232161
7622,ABCC1,read,-0.021728999414433705,0.6037177724894711,chr16_16124661,34210.0,0.7402107018727945
7623,RPS15A,coad,0.047028728579117336,0.2610512093689001,chr16_18784831,34247.0,0.43734134705382394
7624,RPS15A,read,-0.04722712754132011,0.25904268309836237,chr16_18784831,34247.0,0.4351423228367943
7625,SMG1,coad,0.13851694882658627,0.0008856546727828281,chr16_18838068,34272.0,0.0077651496626309985
7626,SMG1,read,-0.11644161022698525,0.005259036295176872,chr16_18838068,34272.0,0.028613681347951583
7627,SMG1,coad,0.15335096593139202,0.0002290384004560027,chr16_18851993,34272.0,0.002802341150497338
7628,SMG1,read,-0.1255652339331165,0.0026032935830923687,chr16_18851993,34272.0,0.017171614368015814
7629,LUC7L,coad,0.12005135565720165,0.004003842860431038,chr16_190055,32836.0,0.023368665641311476
7630,LUC7L,read,-0.15248374754089405,0.0002487518633748933,chr16_190055,32836.0,0.002986022569036616
7631,LUC7L,coad,0.0795234217850524,0.0571133517147685,chr16_190499,32836.0,0.15655697384011558
7632,LUC7L,read,-0.12057498803657861,0.0038462530574076914,chr16_190499,32836.0,0.02264813388083811
7633,LUC7L,coad,0.055428270736674896,0.1851940152081288,chr16_208009,32836.0,0.35032202065793167
7634,LUC7L,read,-0.03416257111246763,0.41437644926968153,chr16_208009,32836.0,0.5879934653023942
7635,TMC7,coad,0.23323987566992896,1.6132351482968592e-08,chr16_19009177,34279.0,1.270752562460539e-06
7636,TMC7,read,-0.05663004360712987,0.17583103026055494,chr16_19009177,34277.0,0.33847845197713855
7637,TMC7,coad,0.23609868498052622,1.0632611667870654e-08,chr16_19023022,34279.0,8.866647729961187e-07
7638,TMC7,read,0.0020085629351722766,0.9617362718269564,chr16_19023022,34277.0,0.977152593646733
7639,TMC7,coad,0.21013886555727393,3.8550000003623385e-07,chr16_19045474,34279.0,1.7898471230298174e-05
7640,TMC7,read,-0.046287605039860236,0.2686489683333283,chr16_19045474,34277.0,0.4463876162199133
7641,TMC7,coad,0.10683192840606431,0.010496669115960318,chr16_19051899,34279.0,0.04727222202260964
7642,TMC7,read,0.04177610563687384,0.31815124376066606,chr16_19051899,34277.0,0.4963509972775975
7643,TMC5,coad,-0.1387964625160547,0.0008643789626231578,chr16_19440837,34303.0,0.007627948428461836
7644,TMC5,read,-0.1379166312407418,0.0009329954225695302,chr16_19440837,34303.0,0.00811113725841315
7645,TMC5,coad,-0.005906140393181179,0.8878144389851252,chr16_19440920,34303.0,0.9321848648212263
7646,TMC5,read,-0.10540631097714741,0.011580313261149111,chr16_19440920,34303.0,0.05083905053886233
7647,TMC5,coad,0.040282385077659966,0.3357777278627919,chr16_19487179,34303.0,0.5140402245313315
7648,TMC5,read,-0.1521211938430442,0.000257454800550161,chr16_19487179,34303.0,0.0030670612991318858
7649,TMC5,coad,0.03894857393551666,0.35203694717264045,chr16_19487374,34303.0,0.5298034491552154
7650,TMC5,read,-0.0683303506075949,0.10226082395492549,chr16_19487374,34303.0,0.23288539464111263
7651,TMC5,coad,0.028876332131674207,0.49028268195382085,chr16_19494211,34303.0,0.6530456797653799
7652,TMC5,read,-0.1867324072825278,6.802740179870569e-06,chr16_19494211,34303.0,0.00018214260567700084
7653,CCP110,coad,0.026982711157319025,0.519184245761855,chr16_19546523,34314.0,0.6762533365172085
7654,CCP110,read,-0.02869969477453031,0.49294163247515077,chr16_19546523,34314.0,0.6551925335431704
7655,TBL3,coad,-0.009197415080944025,0.8261155119980426,chr16_1972148,33178.0,0.891520564599965
7656,TBL3,read,-0.040614579390780045,0.3318044787582266,chr16_1972148,33178.0,0.5102606968963116
7657,TBL3,coad,-0.019898639060217636,0.6345525119776151,chr16_1976280,33178.0,0.7620594785448043
7658,TBL3,read,0.00980667853895438,0.8147989849692139,chr16_1976280,33178.0,0.8842242419945806
7659,IQCK,coad,0.030125030312186434,0.4717071934758188,chr16_19735335,34332.0,0.637037300010273
7660,IQCK,read,-0.07930684080680714,0.05779565674360849,chr16_19735335,34332.0,0.15768886276948346
7661,IQCK,coad,-0.028200512436983446,0.5004973793593335,chr16_19856619,34332.0,0.6614364215756326
7662,IQCK,read,-0.12738750725344616,0.0022496705723161177,chr16_19856619,34332.0,0.015535892959964232
7663,GPRC5B,coad,0.0855519851180697,0.04064079129741457,chr16_19861978,34346.0,0.12347752731457505
7664,GPRC5B,read,-0.09222802882163551,0.02727309033366913,chr16_19861978,34346.0,0.09351221302645668
7665,ZNF598,coad,0.0551434835503601,0.18746574102422203,chr16_2002496,33184.0,0.3531202115298836
7666,ZNF598,read,0.031762275620947786,0.44794942620342304,chr16_2002496,33184.0,0.617409149117128
7667,SLC9A3R2,coad,0.2756394007452388,1.8912069275342888e-11,chr16_2037930,33186.0,3.619236641962093e-09
7668,SLC9A3R2,read,0.04166233782268986,0.31947208387497344,chr16_2037930,33186.0,0.4978088413802107
7669,TSC2,coad,0.10553936078646123,0.01147514834069969,chr16_2060621,33190.0,0.05049809530708263
7670,TSC2,read,-0.005403668453843817,0.8973035619662415,chr16_2060621,33190.0,0.9383561251378746
7671,TSC2,coad,0.05617694760085745,0.1793188612750743,chr16_2064386,33190.0,0.3428182449005317
7672,TSC2,read,0.03500131091667293,0.4030043249211357,chr16_2064386,33190.0,0.5770289166721503
7673,TSC2,coad,0.1387068539641875,0.0008711476521321505,chr16_2070444,33190.0,0.007667229365198473
7674,TSC2,read,-0.03506448945842603,0.4021553347143455,chr16_2070444,33190.0,0.5762945981165493
7675,TSC2,coad,0.17877931784306658,1.6706127494725466e-05,chr16_2071790,33190.0,0.00037331192382300456
7676,TSC2,read,-0.06324418810146104,0.13050569645036125,chr16_2071790,33190.0,0.2755776674090455
7677,ERI2,coad,-0.06670439748765053,0.11070751296844365,chr16_20799842,34392.0,0.24609546479224995
7678,ERI2,read,0.06556391498366629,0.11695330938550973,chr16_20799842,34392.0,0.25550853263044326
7679,METTL9,coad,0.09544498510130879,0.022316586869762678,chr16_21617798,34524.0,0.0809623750650012
7680,METTL9,read,-0.12455363029668269,0.0028208051639837446,chr16_21617798,34524.0,0.018194859855070765
7681,TRAF7,coad,0.11294272629260202,0.006803393753553807,chr16_2170713,33210.0,0.03442517239298226
7682,TRAF7,read,0.0027414806646799635,0.9477912007760605,chr16_2170713,33210.0,0.9688408955736473
7683,TRAF7,coad,0.08563846278546253,0.04043737030991924,chr16_2175441,33210.0,0.1230473196648995
7684,TRAF7,read,-0.05100459161033449,0.22282685374560124,chr16_2175441,33210.0,0.3962752660821576
7685,UQCRC2,coad,0.049313227917522594,0.23856912746848108,chr16_21962526,35521.0,0.4131470927225497
7686,UQCRC2,read,-0.052324355701553596,0.2110688747130144,chr16_21962526,35521.0,0.3826678493945929
7687,UQCRC2,coad,0.06798353408243758,0.10401820405090875,chr16_21980491,35521.0,0.2357545903230967
7688,UQCRC2,read,-0.07412532855478253,0.07623964875363476,chr16_21980491,35521.0,0.19044920708652097
7689,UQCRC2,coad,-0.004906437763418119,0.9067081521689901,chr16_21983038,35521.0,0.9445417025126539
7690,UQCRC2,read,0.0061417734889092,0.8833699689606332,chr16_21983038,35521.0,0.9292694238467836
7691,MLST8,coad,0.14009258163843777,0.0007717612265488227,chr16_2208810,33211.0,0.006996708064800654
7692,MLST8,read,-0.10276754227408745,0.013849747071054162,chr16_2208810,33211.0,0.057941472682069915
7693,EEF2K,coad,0.09326423141640908,0.0255820940661786,chr16_22284055,35541.0,0.08923096579643602
7694,EEF2K,read,-0.12252206016003521,0.003308361048924436,chr16_22284055,35541.0,0.020372898257960008
7695,POLR3E,coad,0.10496393861126396,0.011936130631722828,chr16_22302822,35548.0,0.052027666177998755
7696,POLR3E,read,-0.1089583335616607,0.009047314395536908,chr16_22302822,35548.0,0.042355108038946036
7697,POLR3E,coad,0.14233587339988382,0.0006328588218618633,chr16_22305247,35548.0,0.006053626167210531
7698,POLR3E,read,-0.15093740480168108,0.000287894716744836,chr16_22305247,35548.0,0.0033222586679561863
7699,POLR3E,coad,0.08893801698599846,0.033294237644879765,chr16_22333632,35548.0,0.1072239666289364
7700,POLR3E,read,-0.09571529840609996,0.021938152789900286,chr16_22333632,35548.0,0.08005642505680029
7701,CDR2,coad,0.13084306896924722,0.0016969379671272408,chr16_22346914,35555.0,0.012655604814043628
7702,CDR2,read,-0.13456913486885033,0.001242666768835441,chr16_22346914,35555.0,0.010038181869419184
7703,ABCA3,coad,0.253375789998911,7.622479307686589e-10,chr16_2284871,33265.0,9.288224377619405e-08
7704,ABCA3,read,0.09669038131744181,0.020618951227402205,chr16_2284871,33265.0,0.07674280560268164
7705,ABCA3,coad,0.2323734308905082,1.82856714176508e-08,chr16_2285439,33265.0,1.4170594908327892e-06
7706,ABCA3,read,-0.03217070215076634,0.44213027889559875,chr16_2285439,33265.0,0.612556030543401
7707,ABCA3,coad,0.2798145913631001,9.096889258739847e-12,chr16_2292074,33265.0,1.8474730063293835e-09
7708,ABCA3,read,0.12147214423631789,0.003589263747020323,chr16_2292074,33265.0,0.02158184892317114
7709,ABCA3,coad,0.03925190623453417,0.34829631678908113,chr16_2295599,33265.0,0.5262697763650789
7710,ABCA3,read,0.011528125793713926,0.7830395776443242,chr16_2295599,33265.0,0.8631244849724433
7711,ABCA3,coad,0.06743629728291664,0.10683972519702524,chr16_2317545,33265.0,0.23998142773545944
7712,ABCA3,read,0.03445127093901485,0.4104408889163146,chr16_2317545,33265.0,0.5842974725910856
7713,ABCA3,coad,0.1854381839479525,7.89442652820563e-06,chr16_2319648,33265.0,0.00020637496459986943
7714,ABCA3,read,0.03640604500068342,0.3843812382574948,chr16_2319648,33265.0,0.5596896789220723
7715,USP31,read,-0.11391255740940849,0.0063390372503079094,chr16_23068285,35575.0,0.03274712200565709
7716,USP31,read,0.006051026362952262,0.8850811996396368,chr16_23087073,35575.0,0.9303948638747084
7717,USP31,read,-0.15487754413041943,0.0001978446968733626,chr16_23106490,35575.0,0.002495020368084596
7718,GGA2,coad,0.09554763082156208,0.022172223050781606,chr16_23474867,35588.0,0.08059534237891562
7719,GGA2,read,-0.09885334507567854,0.017936498073652225,chr16_23474867,35588.0,0.06947018856912474
7720,GGA2,coad,0.11990526655052597,0.0040488402782943595,chr16_23495672,35588.0,0.02356219837586741
7721,GGA2,read,-0.12206975448485048,0.0034268306086960706,chr16_23495672,35588.0,0.02088701531074163
7722,EARS2,coad,0.04179355292403843,0.31794899742614635,chr16_23529450,35593.0,0.4962309756837479
7723,EARS2,read,-0.03180850955102902,0.4472885275397377,chr16_23529450,35593.0,0.6169706290102147
7724,NDUFAB1,coad,0.04647525005222716,0.266711124074915,chr16_23582410,35611.0,0.4441309953227246
7725,NDUFAB1,read,-0.0419407377318415,0.3162461982021078,chr16_23582410,35611.0,0.49492629487972983
7726,PLK1,coad,0.10340273243503749,0.013270337983305062,chr16_23683855,35629.0,0.05620267699724633
7727,PLK1,read,0.02390095230268954,0.5680272243130668,chr16_23683855,35629.0,0.713205398269012
7728,PLK1,coad,0.12159362308824358,0.003555690410009927,chr16_23688645,35629.0,0.021423124419866067
7729,PLK1,read,0.014743301661734114,0.7247144787513493,chr16_23688645,35629.0,0.8245912816770631
7730,ERN2,coad,-0.015611515909575291,0.7092183547086629,chr16_23692101,35630.0,0.81395000852523
7731,ERN2,read,0.00805367351010301,0.8474552953355639,chr16_23692101,35630.0,0.9048939656979121
7732,PRKCB,coad,0.15279539483213875,0.0002414916569861884,chr16_23836353,35641.0,0.002920004830970299
7733,PRKCB,read,-0.121778141720684,0.003505239530029108,chr16_23836353,35641.0,0.021221947055260395
7734,PRKCB,coad,0.046729919480336474,0.2640964810824689,chr16_23988443,35641.0,0.44076454497597267
7735,PRKCB,read,-0.03974765900715664,0.342237261123038,chr16_23988443,35641.0,0.52039379592717
7736,PRKCB,coad,0.07348033263337415,0.07883860071890342,chr16_24035401,35641.0,0.19498209076586853
7737,PRKCB,read,-0.07931001213304165,0.05778561743487187,chr16_24035401,35641.0,0.15768886276948346
7738,PRKCB,coad,0.10035061327346737,0.01626308031525373,chr16_24124075,35641.0,0.06487413144462652
7739,PRKCB,read,-0.08590502899446571,0.03981573773979924,chr16_24124075,35641.0,0.12158980825791751
7740,PRKCB,coad,0.1430630184966051,0.0005930686357498257,chr16_24174495,35641.0,0.005765622345978051
7741,PRKCB,read,-0.1470865948609757,0.0004117824059662761,chr16_24174495,35641.0,0.004348550388297561
7742,PRKCB,coad,0.06933289120062489,0.0973130464869953,chr16_24191265,35641.0,0.22561028887339893
7743,PRKCB,read,-0.09565109199377979,0.02202753279354017,chr16_24191265,35641.0,0.08028445415924162
7744,CCNF,coad,0.01623371014156769,0.6981861766452654,chr16_2431054,33268.0,0.8063311793186118
7745,CCNF,read,-0.01102233953139118,0.7923361675663125,chr16_2431054,33268.0,0.8694873716789081
7746,RBBP6,coad,0.16049286291825934,0.00011411549293637877,chr16_24540731,35642.0,0.0016446428725611498
7747,RBBP6,read,-0.10273551281826357,0.013879544936277726,chr16_24540731,35642.0,0.058057998392550825
7748,RBBP6,coad,0.038768917084942074,0.35426435480231,chr16_24540829,35642.0,0.5318645733276244
7749,RBBP6,read,-0.08710017407242182,0.03712716113231297,chr16_24540829,35642.0,0.11579684275735923
7750,RBBP6,coad,0.020705426587144724,0.620878851319041,chr16_24553559,35642.0,0.7527336766636007
7751,RBBP6,read,-0.010472650628901788,0.802473164836174,chr16_24553559,35642.0,0.8764554716843177
7752,RBBP6,coad,0.1580526557277895,0.0001452723098538131,chr16_24555584,35642.0,0.0019731390074502896
7753,RBBP6,read,-0.10821974326021624,0.00952916997940382,chr16_24555584,35642.0,0.044037746217511095
7754,RBBP6,coad,0.09438065702295727,0.023862177006452687,chr16_24563371,35642.0,0.08488615560224548
7755,RBBP6,read,-0.03654108308144723,0.3826190813083882,chr16_24563371,35642.0,0.5578886826856387
7756,RBBP6,coad,0.1226525740661327,0.003274874897495044,chr16_24564777,35642.0,0.020252354836688313
7757,RBBP6,read,-0.05548465889228622,0.1847466301860214,chr16_24564777,35642.0,0.34983038802318167
7758,RBBP6,coad,0.03908138215109024,0.35039607269402295,chr16_24564908,35642.0,0.5282127021918481
7759,RBBP6,read,-0.03780512958767023,0.3663645774173294,chr16_24564908,35642.0,0.5428552756708831
7760,RBBP6,coad,0.036806833194570045,0.3791656716462076,chr16_24568725,35642.0,0.5542383636815472
7761,RBBP6,read,0.028661337947333908,0.4935200407046325,chr16_24568725,35642.0,0.6557569563466308
7762,RBBP6,coad,-0.029200004127740632,0.48543042684012006,chr16_24571617,35642.0,0.6489805211798517
7763,RBBP6,read,0.0783146819177359,0.0610082367059922,chr16_24571617,35642.0,0.16370123122601934
7764,RBBP6,coad,-0.020028238947995894,0.6323474517148958,chr16_24572245,35642.0,0.760600355499456
7765,RBBP6,read,0.08552437763848772,0.04070591414360863,chr16_24572245,35642.0,0.12363763972360281
7766,TNRC6A,coad,-0.0942762207994646,0.024018711134376973,chr16_24750862,35649.0,0.08522500972342267
7767,TNRC6A,read,0.08970830336309224,0.03179118257342906,chr16_24750862,35649.0,0.1037457184625066
7768,TNRC6A,coad,0.009925857877174966,0.8125897556569405,chr16_24758316,35649.0,0.8828858523631511
7769,TNRC6A,read,-0.020430484120030856,0.6255243098338457,chr16_24758316,35649.0,0.7558310554140297
7770,TNRC6A,coad,-0.03124987886902635,0.45531091607164464,chr16_24758444,35649.0,0.6239455752793536
7771,TNRC6A,read,0.01991646620233617,0.6342490018972096,chr16_24758444,35649.0,0.7618439568133618
7772,TNRC6A,coad,-0.052141884472164876,0.21266733571476143,chr16_24794436,35649.0,0.3844231159547469
7773,TNRC6A,read,0.041804248877243357,0.31782505309513753,chr16_24794436,35649.0,0.4960968908868679
7774,TNRC6A,coad,0.1587308755302418,0.00013589298698557696,chr16_24809323,35649.0,0.0018746245914016471
7775,TNRC6A,read,-0.17414109553626367,2.7717418129954782e-05,chr16_24809323,35649.0,0.0005560993285293482
7776,ARHGAP17,coad,0.021830948630307857,0.602020206824785,chr16_24949294,35664.0,0.7390398969754978
7777,ARHGAP17,read,-0.018371697286800496,0.6607718814078418,chr16_24949294,35664.0,0.7811248310632273
7778,ARHGAP17,coad,0.11768475859119111,0.004791519592346325,chr16_24959804,35664.0,0.026692340626638562
7779,ARHGAP17,read,-0.09603323282660996,0.021500187553636668,chr16_24959804,35664.0,0.07898924430547245
7780,ARHGAP17,coad,0.12597930906504734,0.0025187589545747954,chr16_24970598,35664.0,0.0168334519431108
