,tmp_id,gene_names,as-id,cancer-type
19719,chr13_111217901,ARHGEF7,26282,coad
19726,chr13_111217901,ARHGEF7,26282,read
19733,chr13_111301450,ARHGEF7,26282,coad
19740,chr13_111301450,ARHGEF7,26282,read
19747,chr13_112548081,TUBGCP3,26302,coad
19749,chr13_112548081,TUBGCP3,26302,read
19751,chr13_112968495,MCF2L,26314,coad
19767,chr13_112968495,MCF2L,26314,read
19783,chr13_113027035,MCF2L,26314,coad
19799,chr13_113027035,MCF2L,26314,read
19815,chr13_113054107,MCF2L,26314,coad
19831,chr13_113054107,MCF2L,26314,read
19847,chr13_113078704,MCF2L,26314,coad
19863,chr13_113078704,MCF2L,26314,read
19879,chr13_113087772,MCF2L,26314,coad
19895,chr13_113087772,MCF2L,26314,read
19911,chr13_113178852,PCID2,26360,coad
19916,chr13_113178852,PCID2,26360,read
19921,chr13_113180021,PCID2,26360,coad
19926,chr13_113180021,PCID2,26360,read
19931,chr13_113185410,PCID2,26360,coad
19936,chr13_113185410,PCID2,26360,read
19941,chr13_113198159,PCID2,26360,coad
19946,chr13_113198159,PCID2,26360,read
19951,chr13_113234071,CUL4A,26365,coad
19955,chr13_113234071,CUL4A,26365,read
19959,chr13_113243181,CUL4A,26365,coad
19963,chr13_113243181,CUL4A,26365,read
19967,chr13_113260584,CUL4A,26365,coad
19971,chr13_113260584,CUL4A,26365,read
19975,chr13_113306639,LAMP1,26369,coad
19976,chr13_113306639,LAMP1,26369,read
19977,chr13_113309830,LAMP1,26369,coad
19978,chr13_113309830,LAMP1,26369,read
19979,chr13_113320323,LAMP1,26369,coad
19980,chr13_113320323,LAMP1,26369,read
19981,chr13_113321543,LAMP1,26369,coad
19982,chr13_113321543,LAMP1,26369,read
19983,chr13_113324645,GRTP1,26372,coad
19985,chr13_113324645,GRTP1,26372,read
19987,chr13_113325884,GRTP1,26372,coad
19989,chr13_113325884,GRTP1,26372,read
19991,chr13_113355354,GRTP1,26372,coad
19993,chr13_113355354,GRTP1,26372,read
19995,chr13_113459423,DCUN1D2,26378,coad
19997,chr13_113459423,DCUN1D2,26378,read
19999,chr13_113461145,DCUN1D2,26378,coad
20001,chr13_113461145,DCUN1D2,26378,read
20003,chr13_113501684,TMCO3,26380,coad
20005,chr13_113501684,TMCO3,26380,read
20007,chr13_113503338,TMCO3,26380,coad
20009,chr13_113503338,TMCO3,26380,read
20011,chr13_113548241,TMCO3,26380,coad
20013,chr13_113548241,TMCO3,26380,read
20015,chr13_113585753,TFDP1,26384,coad
20025,chr13_113585753,TFDP1,26384,read
20035,chr13_113636434,TFDP1,26384,coad
20045,chr13_113636434,TFDP1,26384,read
20055,chr13_113823420,GAS6,26395,coad
20060,chr13_113823420,GAS6,26395,read
20065,chr13_114013255,RASA3,26404,coad
20066,chr13_114013255,RASA3,26404,read
20067,chr13_114024368,RASA3,26404,coad
20068,chr13_114024368,RASA3,26404,read
20069,chr13_114236623,CDC16,26405,coad
20073,chr13_114236623,CDC16,26405,read
20077,chr13_114238860,CDC16,26405,coad
20081,chr13_114238860,CDC16,26405,read
20085,chr13_114242059,CDC16,26405,coad
20089,chr13_114242059,CDC16,26405,read
20093,chr13_114246076,CDC16,26405,coad
20097,chr13_114246076,CDC16,26405,read
20101,chr13_114283025,UPF3A,26410,coad
20102,chr13_114283025,UPF3A,26410,read
20103,chr13_19642041,MPHOSPH8,25400,coad
20105,chr13_19642041,MPHOSPH8,25400,read
20107,chr13_19668363,MPHOSPH8,25400,coad
20109,chr13_19668363,MPHOSPH8,25400,read
20111,chr13_19670214,MPHOSPH8,25400,coad
20113,chr13_19670214,MPHOSPH8,25400,read
20115,chr13_19671182,MPHOSPH8,25400,coad
20117,chr13_19671182,MPHOSPH8,25400,read
20119,chr13_19851223,ZMYM5,25405,coad
20122,chr13_19851223,ZMYM5,25405,read
20125,chr13_19852004,ZMYM5,25405,coad
20128,chr13_19852004,ZMYM5,25405,read
20131,chr13_19993235,ZMYM2,25411,coad
20136,chr13_19993235,ZMYM2,25411,read
20141,chr13_20031552,ZMYM2,25411,coad
20146,chr13_20031552,ZMYM2,25411,read
20151,chr13_20059684,ZMYM2,25411,coad
20156,chr13_20059684,ZMYM2,25411,read
20161,chr13_20070337,ZMYM2,25411,coad
20166,chr13_20070337,ZMYM2,25411,read
20171,chr13_20081999,ZMYM2,25411,coad
20176,chr13_20081999,ZMYM2,25411,read
20181,chr13_20083045,ZMYM2,25411,coad
20186,chr13_20083045,ZMYM2,25411,read
20191,chr13_20432302,CRYL1,25426,coad
20193,chr13_20432302,CRYL1,25426,read
20195,chr13_20591543,IFT88,25428,coad
20197,chr13_20591543,IFT88,25428,read
20199,chr13_20597047,IFT88,25428,coad
20201,chr13_20597047,IFT88,25428,read
20203,chr13_20604955,IFT88,25428,coad
20205,chr13_20604955,IFT88,25428,read
20207,chr13_20607169,IFT88,25428,coad
20209,chr13_20607169,IFT88,25428,read
20211,chr13_20638574,IFT88,25428,coad
20213,chr13_20638574,IFT88,25428,read
20215,chr13_20653859,IFT88,25428,coad
20217,chr13_20653859,IFT88,25428,read
20219,chr13_21155814,SKA3,25442,coad
20223,chr13_21155814,SKA3,25442,read
20227,chr13_21401606,ZDHHC20,25449,coad
20234,chr13_21401606,ZDHHC20,25449,read
20240,chr13_23626768,TNFRSF19,25466,coad
20242,chr13_23626768,TNFRSF19,25466,read
20244,chr13_24883400,CENPJ,25487,coad
20245,chr13_24883400,CENPJ,25487,read
20246,chr13_24892873,CENPJ,25487,coad
20247,chr13_24892873,CENPJ,25487,read
20248,chr13_24899299,CENPJ,25487,coad
20249,chr13_24899299,CENPJ,25487,read
20250,chr13_24904026,CENPJ,25487,coad
20251,chr13_24904026,CENPJ,25487,read
20252,chr13_24910016,CENPJ,25487,coad
20253,chr13_24910016,CENPJ,25487,read
20254,chr13_25253896,MTMR6,25492,coad
20256,chr13_25253896,MTMR6,25492,read
20258,chr13_26254774,CDK8,25515,coad
20259,chr13_26254774,CDK8,25515,read
20260,chr13_26353726,CDK8,25515,coad
20261,chr13_26353726,CDK8,25515,read
20262,chr13_26385189,CDK8,25515,coad
20263,chr13_26385189,CDK8,25515,read
20264,chr13_26393331,CDK8,25515,coad
20265,chr13_26393331,CDK8,25515,read
20266,chr13_26393524,CDK8,25515,coad
20267,chr13_26393524,CDK8,25515,read
20268,chr13_26397042,CDK8,25515,coad
20269,chr13_26397042,CDK8,25515,read
20270,chr13_26400373,CDK8,25515,coad
20271,chr13_26400373,CDK8,25515,read
20272,chr13_26401472,CDK8,25515,coad
20273,chr13_26401472,CDK8,25515,read
20274,chr13_26401538,CDK8,25515,coad
20275,chr13_26401538,CDK8,25515,read
20276,chr13_27256417,RPL21,25522,coad
20284,chr13_27256417,RPL21,25522,read
20292,chr13_27434786,GTF3A,25533,coad
20295,chr13_27434786,GTF3A,25533,read
20298,chr13_27434992,GTF3A,25533,coad
20301,chr13_27434992,GTF3A,25533,read
20304,chr13_27440527,MTIF3,25536,coad
20307,chr13_27440527,MTIF3,25536,read
20310,chr13_27665507,POLR1D,25544,coad
20312,chr13_27665507,POLR1D,25544,read
20314,chr13_28303371,FLT1,25556,coad
20317,chr13_28303371,FLT1,25556,read
20320,chr13_28322211,FLT1,25556,coad
20323,chr13_28322211,FLT1,25556,read
20326,chr13_28396860,FLT1,25556,coad
20329,chr13_28396860,FLT1,25556,read
20332,chr13_28405900,FLT1,25556,coad
20335,chr13_28405900,FLT1,25556,read
20338,chr13_28431137,FLT1,25556,coad
20341,chr13_28431137,FLT1,25556,read
20344,chr13_30462715,HMGB1,25565,coad
20352,chr13_30462715,HMGB1,25565,read
20360,chr13_31145775,HSPH1,25574,coad
20366,chr13_31145775,HSPH1,25574,read
20372,chr13_31148484,HSPH1,25574,coad
20378,chr13_31148484,HSPH1,25574,read
20384,chr13_31152954,HSPH1,25574,coad
20390,chr13_31152954,HSPH1,25574,read
20396,chr13_32407790,N4BP2L1,25587,coad
20400,chr13_32407790,N4BP2L1,25587,read
20403,chr13_32438744,N4BP2L2,25594,coad
20411,chr13_32438744,N4BP2L2,25594,read
20419,chr13_32537033,N4BP2L2,25594,coad
20427,chr13_32537033,N4BP2L2,25594,read
20435,chr13_33823926,RFC3,25610,coad
20437,chr13_33823926,RFC3,25610,read
20439,chr13_33825934,RFC3,25610,coad
20441,chr13_33825934,RFC3,25610,read
20443,chr13_35788372,DCLK1,25623,coad
20445,chr13_35854611,DCLK1,25623,coad
20447,chr13_35871384,DCLK1,25623,coad
20449,chr13_35947343,DCLK1,25623,coad
20451,chr13_36949885,ALG5,25651,coad
20453,chr13_36949885,ALG5,25651,read
20455,chr13_36971910,ALG5,25651,coad
20457,chr13_36971910,ALG5,25651,read
20459,chr13_37006207,EXOSC8,25655,coad
20461,chr13_37006207,EXOSC8,25655,read
20463,chr13_37009762,SUPT20H,25657,coad
20472,chr13_37009762,SUPT20H,25657,read
20481,chr13_37021978,SUPT20H,25657,coad
20490,chr13_37021978,SUPT20H,25657,read
20499,chr13_37028109,SUPT20H,25657,coad
20508,chr13_37028109,SUPT20H,25657,read
20517,chr13_37031478,SUPT20H,25657,coad
20526,chr13_37031478,SUPT20H,25657,read
20535,chr13_37031726,SUPT20H,25657,coad
20544,chr13_37031726,SUPT20H,25657,read
20553,chr13_37040721,SUPT20H,25657,coad
20562,chr13_37040721,SUPT20H,25657,read
20571,chr13_37044018,SUPT20H,25657,coad
20580,chr13_37044018,SUPT20H,25657,read
20589,chr13_37044263,SUPT20H,25657,coad
20598,chr13_37044263,SUPT20H,25657,read
20607,chr13_37047438,SUPT20H,25657,coad
20616,chr13_37047438,SUPT20H,25657,read
20625,chr13_37563179,POSTN,25671,coad
20631,chr13_37563179,POSTN,25671,read
20637,chr13_37584687,POSTN,25671,coad
20643,chr13_37584687,POSTN,25671,read
20649,chr13_37597165,POSTN,25671,coad
20655,chr13_37597165,POSTN,25671,read
20661,chr13_38360694,UFM1,25698,coad
20662,chr13_38360694,UFM1,25698,read
20663,chr13_39665215,COG6,25703,coad
20669,chr13_39665215,COG6,25703,read
20672,chr13_39679964,COG6,25703,coad
20678,chr13_39679964,COG6,25703,read
20681,chr13_39682062,COG6,25703,coad
20687,chr13_39682062,COG6,25703,read
20690,chr13_39694797,COG6,25703,coad
20696,chr13_39694797,COG6,25703,read
20699,chr13_39719152,COG6,25703,coad
20705,chr13_39719152,COG6,25703,read
20708,chr13_39724484,COG6,25703,coad
20714,chr13_39724484,COG6,25703,read
20717,chr13_40799327,SLC25A15,25721,coad
20718,chr13_40799327,SLC25A15,25721,read
20719,chr13_40807394,SLC25A15,25721,coad
20720,chr13_40807394,SLC25A15,25721,read
20721,chr13_40941278,ELF1,25724,coad
20722,chr13_40941278,ELF1,25724,read
20723,chr13_40941393,ELF1,25724,coad
20724,chr13_40941393,ELF1,25724,read
20725,chr13_40942890,ELF1,25724,coad
20726,chr13_40942890,ELF1,25724,read
20727,chr13_40958852,ELF1,25724,coad
20728,chr13_40958852,ELF1,25724,read
20729,chr13_40993163,ELF1,25724,coad
20730,chr13_40993163,ELF1,25724,read
20731,chr13_41130607,KBTBD6,25726,coad
20732,chr13_41130607,KBTBD6,25726,read
20733,chr13_41323045,NAA16,25734,coad
20735,chr13_41323045,NAA16,25734,read
20737,chr13_41355296,NAA16,25734,coad
20739,chr13_41355296,NAA16,25734,read
20741,chr13_41358238,NAA16,25734,coad
20743,chr13_41358238,NAA16,25734,read
20745,chr13_41369224,NAA16,25734,coad
20747,chr13_41369224,NAA16,25734,read
20749,chr13_41590776,VWA8,25741,coad
20751,chr13_41590776,VWA8,25741,read
20753,chr13_41611490,VWA8,25741,coad
20755,chr13_41611490,VWA8,25741,read
20757,chr13_41615148,VWA8,25741,coad
20759,chr13_41615148,VWA8,25741,read
20761,chr13_41671133,VWA8,25741,coad
20763,chr13_41671133,VWA8,25741,read
20765,chr13_41675095,VWA8,25741,coad
20767,chr13_41675095,VWA8,25741,read
20769,chr13_41690279,VWA8,25741,coad
20771,chr13_41690279,VWA8,25741,read
20773,chr13_41692787,VWA8,25741,coad
20775,chr13_41692787,VWA8,25741,read
20777,chr13_41719750,VWA8,25741,coad
20779,chr13_41719750,VWA8,25741,read
20781,chr13_41816828,VWA8,25741,coad
20783,chr13_41816828,VWA8,25741,read
20785,chr13_41833334,VWA8,25741,coad
20787,chr13_41833334,VWA8,25741,read
20789,chr13_41886712,VWA8,25741,coad
20791,chr13_41886712,VWA8,25741,read
20793,chr13_41907466,VWA8,25741,coad
20795,chr13_41907466,VWA8,25741,read
20797,chr13_42286453,AKAP11,25751,coad
20798,chr13_42286453,AKAP11,25751,read
20799,chr13_42298695,AKAP11,25751,coad
20800,chr13_42298695,AKAP11,25751,read
20801,chr13_42313802,AKAP11,25751,coad
20802,chr13_42313802,AKAP11,25751,read
20803,chr13_42319074,AKAP11,25751,coad
20804,chr13_42319074,AKAP11,25751,read
20805,chr13_42895127,EPSTI1,25759,coad
20808,chr13_42895127,EPSTI1,25759,read
20811,chr13_42917643,EPSTI1,25759,coad
20814,chr13_42917643,EPSTI1,25759,read
20817,chr13_42963139,EPSTI1,25759,coad
20820,chr13_42963139,EPSTI1,25759,read
20823,chr13_42964146,EPSTI1,25759,coad
20826,chr13_42964146,EPSTI1,25759,read
20829,chr13_42970684,EPSTI1,25759,coad
20832,chr13_42970684,EPSTI1,25759,read
20835,chr13_42992040,EPSTI1,25759,coad
20838,chr13_42992040,EPSTI1,25759,read
20841,chr13_44435944,TSC22D1,25782,coad
20844,chr13_44435944,TSC22D1,25782,read
20847,chr13_45006221,GPALPP1,25785,coad
20854,chr13_45006221,GPALPP1,25785,read
20861,chr13_45015606,GPALPP1,25785,coad
20868,chr13_45015606,GPALPP1,25785,read
20875,chr13_45399097,SLC25A30,25806,coad
20876,chr13_45957133,ZC3H13,25813,coad
20879,chr13_45957133,ZC3H13,25813,read
20882,chr13_45979813,ZC3H13,25813,coad
20885,chr13_45979813,ZC3H13,25813,read
20888,chr13_46020567,ZC3H13,25813,coad
20891,chr13_46020567,ZC3H13,25813,read
20894,chr13_46045109,ZC3H13,25813,coad
20897,chr13_46045109,ZC3H13,25813,read
20900,chr13_46553588,LRCH1,25841,coad
20903,chr13_46553588,LRCH1,25841,read
20906,chr13_46669048,LRCH1,25841,coad
20909,chr13_46669048,LRCH1,25841,read
20912,chr13_46681719,LRCH1,25841,coad
20915,chr13_46681719,LRCH1,25841,read
20918,chr13_46705241,LRCH1,25841,coad
20921,chr13_46705241,LRCH1,25841,read
20924,chr13_46711936,LRCH1,25841,coad
20927,chr13_46711936,LRCH1,25841,read
20930,chr13_46771335,ESD,25844,coad
20931,chr13_46771335,ESD,25844,read
20932,chr13_46781748,ESD,25844,coad
20933,chr13_46781748,ESD,25844,read
20934,chr13_46791537,ESD,25844,coad
20935,chr13_46791537,ESD,25844,read
20936,chr13_47949066,SUCLA2,25848,coad
20940,chr13_47949066,SUCLA2,25848,read
20944,chr13_48079729,MED4,25852,coad
20945,chr13_48079729,MED4,25852,read
20946,chr13_48253967,ITM2B,25853,coad
20947,chr13_48253967,ITM2B,25853,read
20948,chr13_48256297,ITM2B,25853,coad
20949,chr13_48256297,ITM2B,25853,read
20950,chr13_48307353,RB1,25856,coad
20951,chr13_48307353,RB1,25856,read
20952,chr13_48307435,RB1,25856,coad
20953,chr13_48307435,RB1,25856,read
20954,chr13_48347896,RB1,25856,coad
20955,chr13_48347896,RB1,25856,read
20956,chr13_48348849,RB1,25856,coad
20957,chr13_48348849,RB1,25856,read
20958,chr13_48360005,RB1,25856,coad
20959,chr13_48360005,RB1,25856,read
20960,chr13_48365069,RB1,25856,coad
20961,chr13_48365069,RB1,25856,read
20962,chr13_48380147,RB1,25856,coad
20963,chr13_48380147,RB1,25856,read
20964,chr13_48381228,RB1,25856,coad
20965,chr13_48381228,RB1,25856,read
20966,chr13_48465369,RB1,25856,coad
20967,chr13_48465369,RB1,25856,read
20968,chr13_48479925,RB1,25856,coad
20969,chr13_48479925,RB1,25856,read
20970,chr13_48510748,RCBTB2,25862,coad
20972,chr13_48510748,RCBTB2,25862,read
20974,chr13_48515485,RCBTB2,25862,coad
20976,chr13_48515485,RCBTB2,25862,read
20978,chr13_49045791,FNDC3A,25870,coad
20982,chr13_49045791,FNDC3A,25870,read
20986,chr13_49110301,FNDC3A,25870,coad
20990,chr13_49110301,FNDC3A,25870,read
20994,chr13_49139011,FNDC3A,25870,coad
20998,chr13_49139011,FNDC3A,25870,read
21002,chr13_49167350,FNDC3A,25870,coad
21006,chr13_49167350,FNDC3A,25870,read
21010,chr13_49255729,CDADC1,25877,coad
21013,chr13_49255729,CDADC1,25877,read
21016,chr13_49255809,CDADC1,25877,coad
21019,chr13_49255809,CDADC1,25877,read
21022,chr13_49255934,CDADC1,25877,coad
21025,chr13_49255934,CDADC1,25877,read
21028,chr13_49267620,CDADC1,25877,coad
21031,chr13_49267620,CDADC1,25877,read
21034,chr13_49344136,CAB39L,25883,read
21037,chr13_49350730,CAB39L,25883,read
21040,chr13_49359899,CAB39L,25883,read
21043,chr13_49376894,CAB39L,25883,read
21046,chr13_49377188,CAB39L,25883,read
21049,chr13_49476497,SETDB2,25887,coad
21051,chr13_49476497,SETDB2,25887,read
21053,chr13_49513039,PHF11,25890,coad
21056,chr13_49513039,PHF11,25890,read
21059,chr13_49524291,PHF11,25890,coad
21062,chr13_49524291,PHF11,25890,read
21065,chr13_49552185,RCBTB1,25897,coad
21067,chr13_49552185,RCBTB1,25897,read
21069,chr13_49559879,RCBTB1,25897,coad
21071,chr13_49559879,RCBTB1,25897,read
21073,chr13_49661073,EBPL,25899,coad
21083,chr13_49661073,EBPL,25899,read
21096,chr13_49663302,EBPL,25899,coad
21106,chr13_49663302,EBPL,25899,read
21119,chr13_49915228,SPRYD7,25916,coad
21120,chr13_49915228,SPRYD7,25916,read
21121,chr13_49921420,SPRYD7,25916,coad
21122,chr13_49921420,SPRYD7,25916,read
21123,chr13_49931176,SPRYD7,25916,coad
21124,chr13_49931176,SPRYD7,25916,read
21125,chr13_50929412,RNASEH2B,25926,coad
21127,chr13_50929412,RNASEH2B,25926,read
21129,chr13_50930823,RNASEH2B,25926,coad
21131,chr13_50930823,RNASEH2B,25926,read
21133,chr13_50943273,RNASEH2B,25926,coad
21135,chr13_50943273,RNASEH2B,25926,read
21137,chr13_50953836,RNASEH2B,25926,coad
21139,chr13_50953836,RNASEH2B,25926,read
21141,chr13_50956444,RNASEH2B,25926,coad
21143,chr13_50956444,RNASEH2B,25926,read
21145,chr13_51368868,INTS6,25938,coad
21151,chr13_51368868,INTS6,25938,read
21157,chr13_51389455,INTS6,25938,coad
21163,chr13_51389455,INTS6,25938,read
21169,chr13_51451195,INTS6,25938,coad
21175,chr13_51451195,INTS6,25938,read
21181,chr13_51771220,DHRS12,25950,coad
21185,chr13_51771220,DHRS12,25950,read
21189,chr13_51789937,DHRS12,25950,coad
21193,chr13_51789937,DHRS12,25950,read
21197,chr13_51791272,DHRS12,25950,coad
21201,chr13_51791272,DHRS12,25950,read
21205,chr13_51960101,ATP7B,25959,coad
21213,chr13_51960101,ATP7B,25959,read
21222,chr13_51968326,ATP7B,25959,coad
21230,chr13_51968326,ATP7B,25959,read
21239,chr13_52018962,ALG11,25978,coad
21240,chr13_52018962,ALG11,25978,read
21241,chr13_52072115,NEK5,25981,coad
21243,chr13_52072115,NEK5,25981,read
21245,chr13_52075839,NEK5,25981,coad
21247,chr13_52075839,NEK5,25981,read
21249,chr13_52099673,NEK5,25981,coad
21251,chr13_52099673,NEK5,25981,read
21253,chr13_52108218,NEK5,25981,coad
21255,chr13_52108218,NEK5,25981,read
21257,chr13_52110667,NEK5,25981,coad
21259,chr13_52110667,NEK5,25981,read
21261,chr13_52135663,NEK3,25986,coad
21269,chr13_52135663,NEK3,25986,read
21277,chr13_52141079,NEK3,25986,coad
21285,chr13_52141079,NEK3,25986,read
21293,chr13_52144735,NEK3,25986,coad
21301,chr13_52144735,NEK3,25986,read
21309,chr13_52152573,NEK3,25986,coad
21317,chr13_52152573,NEK3,25986,read
21325,chr13_52460876,CKAP2,25998,coad
21330,chr13_52460876,CKAP2,25998,read
21335,chr13_52468388,CKAP2,25998,coad
21340,chr13_52468388,CKAP2,25998,read
21345,chr13_52665616,SUGT1,26006,coad
21347,chr13_52665616,SUGT1,26006,read
21349,chr13_52680178,SUGT1,26006,coad
21351,chr13_52680178,SUGT1,26006,read
21353,chr13_59774254,DIAPH3,26010,coad
21355,chr13_59774254,DIAPH3,26010,read
21357,chr13_59879234,DIAPH3,26010,coad
21359,chr13_59879234,DIAPH3,26010,read
21361,chr13_60008600,DIAPH3,26010,coad
21363,chr13_60008600,DIAPH3,26010,read
21365,chr13_60483655,TDRD3,26021,coad
21369,chr13_60483655,TDRD3,26021,read
21373,chr13_60494453,TDRD3,26021,coad
21377,chr13_60494453,TDRD3,26021,read
21381,chr13_71475267,DACH1,26034,coad
21386,chr13_71475267,DACH1,26034,read
21391,chr13_71475871,DACH1,26034,coad
21396,chr13_71475871,DACH1,26034,read
21401,chr13_71488935,DACH1,26034,coad
21406,chr13_71488935,DACH1,26034,read
21411,chr13_71489094,DACH1,26034,coad
21416,chr13_71489094,DACH1,26034,read
21421,chr13_71556921,DACH1,26034,coad
21426,chr13_71556921,DACH1,26034,read
21431,chr13_71557181,DACH1,26034,coad
21436,chr13_71557181,DACH1,26034,read
21441,chr13_71572885,DACH1,26034,coad
21446,chr13_71572885,DACH1,26034,read
21451,chr13_71630683,DACH1,26034,coad
21456,chr13_71630683,DACH1,26034,read
21461,chr13_71681917,DACH1,26034,coad
21466,chr13_71681917,DACH1,26034,read
21471,chr13_72743710,BORA,26040,coad
21472,chr13_72743710,BORA,26040,read
21473,chr13_72775184,DIS3,26043,coad
21475,chr13_72775184,DIS3,26043,read
21477,chr13_73062390,KLF5,26048,coad
21479,chr13_73062390,KLF5,26048,read
21481,chr13_73075617,KLF5,26048,coad
21483,chr13_73075617,KLF5,26048,read
21485,chr13_75286965,TBC1D4,26052,coad
21488,chr13_75286965,TBC1D4,26052,read
21491,chr13_75292047,TBC1D4,26052,coad
21494,chr13_75292047,TBC1D4,26052,read
21497,chr13_75310032,TBC1D4,26052,coad
21500,chr13_75310032,TBC1D4,26052,read
21503,chr13_75320071,TBC1D4,26052,coad
21506,chr13_75320071,TBC1D4,26052,read
21509,chr13_75336807,TBC1D4,26052,coad
21512,chr13_75336807,TBC1D4,26052,read
21515,chr13_75623121,LMO7,26062,coad
21522,chr13_75623121,LMO7,26062,read
21529,chr13_75636631,LMO7,26062,coad
21536,chr13_75636631,LMO7,26062,read
21543,chr13_75760887,LMO7,26062,coad
21550,chr13_75760887,LMO7,26062,read
21557,chr13_75796620,LMO7,26062,coad
21564,chr13_75796620,LMO7,26062,read
21571,chr13_75819455,LMO7,26062,coad
21578,chr13_75819455,LMO7,26062,read
21585,chr13_75836311,LMO7,26062,coad
21592,chr13_75836311,LMO7,26062,read
21599,chr13_75838120,LMO7,26062,coad
21606,chr13_75838120,LMO7,26062,read
21613,chr13_75841171,LMO7,26062,coad
21620,chr13_75841171,LMO7,26062,read
21627,chr13_75841829,LMO7,26062,coad
21634,chr13_75841829,LMO7,26062,read
21641,chr13_75856484,LMO7,26062,coad
21648,chr13_75856484,LMO7,26062,read
21655,chr13_75858030,LMO7,26062,coad
21662,chr13_75858030,LMO7,26062,read
21669,chr13_75858142,LMO7,26062,coad
21676,chr13_75858142,LMO7,26062,read
21683,chr13_77898112,EDNRB,26099,coad
21684,chr13_77898112,EDNRB,26099,read
21685,chr13_77900982,EDNRB,26099,coad
21686,chr13_77900982,EDNRB,26099,read
21687,chr13_79314985,RBM26,26100,coad
21689,chr13_79314985,RBM26,26100,read
21691,chr13_79334440,RBM26,26100,coad
21693,chr13_79334440,RBM26,26100,read
21695,chr13_79337201,RBM26,26100,coad
21697,chr13_79337201,RBM26,26100,read
21699,chr13_79344672,RBM26,26100,coad
21701,chr13_79344672,RBM26,26100,read
21703,chr13_79344822,RBM26,26100,coad
21705,chr13_79344822,RBM26,26100,read
21707,chr13_79369032,RBM26,26100,coad
21709,chr13_79369032,RBM26,26100,read
21711,chr13_79371937,RBM26,26100,coad
21713,chr13_79371937,RBM26,26100,read
21715,chr13_95021687,ABCC4,26108,coad
21719,chr13_95021687,ABCC4,26108,read
21723,chr13_95043762,ABCC4,26108,coad
21727,chr13_95043762,ABCC4,26108,read
21731,chr13_95062887,ABCC4,26108,coad
21735,chr13_95062887,ABCC4,26108,read
21739,chr13_95163203,ABCC4,26108,coad
21743,chr13_95163203,ABCC4,26108,read
21747,chr13_95186545,ABCC4,26108,coad
21751,chr13_95186545,ABCC4,26108,read
21755,chr13_95247590,ABCC4,26108,coad
21759,chr13_95247590,ABCC4,26108,read
21763,chr13_95611543,DZIP1,26122,coad
21765,chr13_95611543,DZIP1,26122,read
21767,chr13_95641278,DZIP1,26122,coad
21769,chr13_95641278,DZIP1,26122,read
21771,chr13_95723176,DNAJC3,26127,coad
21772,chr13_95723176,DNAJC3,26127,read
21773,chr13_95853505,UGGT2,26128,coad
21778,chr13_95853505,UGGT2,26128,read
21783,chr13_95856348,UGGT2,26128,coad
21788,chr13_95856348,UGGT2,26128,read
21793,chr13_95859726,UGGT2,26128,coad
21798,chr13_95859726,UGGT2,26128,read
21803,chr13_95884457,UGGT2,26128,coad
21808,chr13_95884457,UGGT2,26128,read
21813,chr13_95900708,UGGT2,26128,coad
21818,chr13_95900708,UGGT2,26128,read
21823,chr13_95925807,UGGT2,26128,coad
21828,chr13_95925807,UGGT2,26128,read
21833,chr13_95949303,UGGT2,26128,coad
21838,chr13_95949303,UGGT2,26128,read
21843,chr13_95995936,UGGT2,26128,coad
21848,chr13_95995936,UGGT2,26128,read
21853,chr13_97334287,MBNL2,26135,coad
21862,chr13_97334287,MBNL2,26135,read
21871,chr13_97464257,RAP2A,26150,coad
21872,chr13_97464257,RAP2A,26150,read
21873,chr13_97982484,IPO5,26157,coad
21876,chr13_97982484,IPO5,26157,read
21879,chr13_97985664,IPO5,26157,coad
21882,chr13_97985664,IPO5,26157,read
21885,chr13_98368167,FARP1,26162,coad
21890,chr13_98368167,FARP1,26162,read
21895,chr13_98461705,STK24,26167,coad
21898,chr13_98461705,STK24,26167,read
21901,chr13_98463655,STK24,26167,coad
21904,chr13_98463655,STK24,26167,read
21907,chr13_98482163,STK24,26167,coad
21910,chr13_98482163,STK24,26167,read
21913,chr13_98867846,DOCK9,26173,coad
21919,chr13_98867846,DOCK9,26173,read
21925,chr13_98885109,DOCK9,26173,coad
21931,chr13_98885109,DOCK9,26173,read
21937,chr13_98888144,DOCK9,26173,coad
21943,chr13_98888144,DOCK9,26173,read
21949,chr13_98902495,DOCK9,26173,coad
21955,chr13_98902495,DOCK9,26173,read
21961,chr13_98915567,DOCK9,26173,coad
21967,chr13_98915567,DOCK9,26173,read
21973,chr13_98921168,DOCK9,26173,coad
21979,chr13_98921168,DOCK9,26173,read
21985,chr13_99201449,UBAC2,26180,coad
21987,chr13_99201449,UBAC2,26180,read
21989,chr13_99244682,UBAC2,26180,coad
21991,chr13_99244682,UBAC2,26180,read
21993,chr13_99314074,UBAC2,26180,coad
21995,chr13_99314074,UBAC2,26180,read
21997,chr13_99314263,UBAC2,26180,coad
21999,chr13_99314263,UBAC2,26180,read
22001,chr13_99318003,UBAC2,26180,coad
22003,chr13_99318003,UBAC2,26180,read
22005,chr13_99318099,UBAC2,26180,coad
22007,chr13_99318099,UBAC2,26180,read
22009,chr13_99318173,UBAC2,26180,coad
22011,chr13_99318173,UBAC2,26180,read
22013,chr13_99870787,CLYBL,26185,coad
22017,chr13_99870787,CLYBL,26185,read
